Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde
02.05.2023;2023;5006 Steinkjer;Sneve;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1265853;328860,508;7107092,456;EV6 S90D1 m5483;E;V;6;90;1;False;Nei;K;MED;5483.305;578603;0.26255497;0.26255497@578603;POINT Z (328864.949 7107090.481 85.214);5973;5006;4.861;1022805640;7200;171851447;80;3258.275
02.05.2023;2023;5055 Heim;Hyllhaugen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1266609;200466,5594;7026375,163;FV680 S17D1 m4487;F;V;680;17;1;False;Nei;K;MOT;4487.395;72288;0.40338758;0.40338758@72288;POINT Z (200467.1 7026377.314 20.889);5973;5055;2.218;1024045894;1580;85312350;60;11332.075
02.05.2023;2023;5055 Heim;Halsa;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1266606;160651,1561;7011400,018;EV39 S15D1 m4802;E;V;39;15;1;False;Nei;K;MOT;4802.001;249534;0.25620482;0.25620482@249534;POINT Z (160652.406 7011405.67 10.628);5973;5055;5.788;1022805395;2080;80511698;80;5924.542
02.05.2023;2023;5054 Indre Fosen;FV715 V/Stosletta;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1265000;264839,6131;7067991,329;FV715 S6D1 m8575;F;V;715;6;1;False;Nei;K;MED;8574.692;2390296;0.58890184;0.58890184@2390296;POINT Z (264838.326 7067991.223 193.188);5973;5054;1.291;1024045735;1470;728125448;80;5062.181
01.05.2023;2023;5059 Orkland;fris brua orkdal;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ukjent utfall;;1264957;241031,2946;7027236,5;KV4480 S1D1 m131;K;V;4480;1;1;False;Nei;K;MED;131.171;44342;0.40917351;0.40917351@44342;POINT Z (241016.945 7027233.425 6.479);5973;5059;14.676;1013119662;70;79581697;30;83.88
01.05.2023;2023;5056 Hitra;Norddolmsøyveien;Rådyr;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264966;194045,717;7072899,611;KV1171 S1D1 m90;K;V;1171;1;1;False;Nei;K;MED;89.544;43122;0.04369532;0.04369532@43122;POINT Z (194045.646 7072899.591 11.041);5973;5056;0.074;1018981851;280;79555715;30;215.0
01.05.2023;2023;5028 Melhus;Skjeringstad;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264903;263959,2542;7025074,92;FV6612 S1D1 m3025;F;V;6612;1;1;False;Nei;K;MED;3025.183;72646;0.80092137;0.80092137@72646;POINT Z (263960.065 7025075.22 17.83);5973;5028;0.865;1024045678;1110;85310453;70;3934.405
01.05.2023;2023;5055 Heim;Hunnestrøan;Rådyr;Hann;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1266604;200017,8933;7026773,34;FV680 S17D1 m3819;F;V;680;17;1;False;Nei;K;MOT;3818.924;72288;0.47057528;0.47057528@72288;POINT Z (200016.986 7026773.475 15.371);5973;5055;0.918;1024045894;1580;85310211;80;11332.075
01.05.2023;2023;5056 Hitra;Eidsbakken;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264907;199350,9729;7068952,116;FV714 S9D30 m2026;F;V;714;9;30;True;Nei;K;MED;2026.274;72851;0.22633822;0.22633822@72851;POINT Z (199351.129 7068952.145 34.683);5973;5056;0.158;1024045860;400;85311846;80;10604.262
30.04.2023;2023;5055 Heim;Valsefjord;Oter;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1266603;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
30.04.2023;2023;5058 Åfjord;Breivika;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264886;253049,388;7109239,923;FV6322 S1D1 m2318;F;V;6322;1;1;False;Nei;K;MED;2317.559;72414;0.31027601;0.31027601@72414;POINT Z (253052.206 7109240.019 3.32);5973;5058;2.82;1024046437;100;85310688;80;4015.61
30.04.2023;2023;5049 Flatanger;Hillstad;Elg;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264961;297302,9724;7156545,265;FV766 S6D1 m2978;F;V;766;6;1;False;Nei;K;MED;2977.806;578191;0.41277399;0.41277399@578191;POINT Z (297308.204 7156557.207 21.525);5973;5049;13.038;1024045652;349;86975622;80;14238.165
30.04.2023;2023;5035 Stjørdal;Åsvegen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1266109;293703,4227;7050420,036;EV6 S81D1 m4163;E;V;6;81;1;False;Nei;K;MED;4163.055;578594;0.25439982;0.25439982@578594;POINT Z (293696.969 7050414.988 122.058);5973;5035;8.194;1022805534;10500;86973923;70;1957.961
30.04.2023;2023;5054 Indre Fosen;Fv755 V/Steggavika;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1264859;269214,3611;7057763,664;FV755 S10D1 m1068;F;V;755;10;1;False;Nei;K;MED;1068.145;578149;0.53947477;0.53947477@578149;POINT Z (269209.615 7057768.778 14.925);5973;5054;6.977;1024045964;697;86975655;80;28148.139
29.04.2023;2023;5006 Steinkjer;Langli;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264954;333188,9909;7094162,398;FV759 S3D1 m1838;F;V;759;3;1;False;Nei;K;MED;1838.112;578164;0.04058508;0.04058508@578164;POINT Z (333189.357 7094162.143 97.945);5973;5006;0.446;1024046450;600;86974768;80;3074.576
29.04.2023;2023;5057 Ørland;hellem;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264832;234943,1128;7085129,031;FV6356 S2D1 m2854;F;V;6356;2;1;False;Nei;K;MED;2854.215;72440;0.39876187;0.39876187@72440;POINT Z (234943.812 7085127.829 15.212);5973;5057;1.39;1024045906;400;177610131;60;16390.732
29.04.2023;2023;5060 Nærøysund;kolvereid;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1267527;337052,8123;7197760,583;FV770 S5D1 m2727;F;V;770;5;1;False;Nei;K;MED;2727.096;578681;0.67382719;0.67382719@578681;POINT Z (337052.88 7197760.896 2.465);5973;5060;0.32;1024046068;2190;1015470503;80;3047.001
29.04.2023;2023;5035 Stjørdal;Haugberget;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1266110;294270,6595;7045562,629;KV7505 S1D1 m1745;K;V;7505;1;1;False;Nei;K;MED;1745.281;554002;0.54739032;0.54739032@554002;POINT Z (294296.685 7045506.341 5.063);5973;5035;62.014;;;86956978;60;
29.04.2023;2023;5055 Heim;Dalem;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1266602;201599,3873;7032762,602;FV680 S16D1 m2763;F;V;680;16;1;False;Nei;K;MOT;2763.266;72830;0.48605988;0.48605988@72830;POINT Z (201602.719 7032768.51 122.239);5973;5055;6.782;1024046277;1500;85311469;80;13300.965
29.04.2023;2023;5054 Indre Fosen;Årnset;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264792;249935,0273;7061122,447;KV5000 S1D1 m1145;K;V;5000;1;1;False;Nei;K;MOT;1145.228;43400;0.65347;0.65347@43400;POINT Z (249931.483 7061122.662 53.201);5973;5054;3.551;1013407676;80;85286701;50;870.0
28.04.2023;2023;5006 Steinkjer;Vadaneset;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000459664;1264952;315073,3115;7104602,8;FV720 S11D1 m6360;F;V;720;11;1;False;Nei;K;MOT;6359.811;578647;0.65339633;0.65339633@578647;POINT Z (315075.961 7104601.041 18.144);5973;5006;3.18;1024046114;735;86975690;60;13591.844
28.04.2023;2023;5060 Nærøysund;ottersøybru;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264779;324684,3821;7196856,014;FV7126 S1D1 m477;F;V;7126;1;1;False;Nei;K;MED;477.183;578525;0.06282824;0.06282824@578525;POINT Z (324688.148 7196860.05 10.542);5973;5060;5.52;1024047116;1100;171847851;60;1609.772
28.04.2023;2023;5006 Steinkjer;Lerkehaug;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264951;328728,707;7101175,993;FV759 S4D1 m5961;F;V;759;4;1;False;Nei;K;MED;5960.871;578659;0.68231965;0.68231965@578659;POINT Z (328728.713 7101175.99 36.035);5973;5006;0.006;1024046193;2280;1015750940;80;2032.051
28.04.2023;2023;5037 Levanger;Nossum;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264758;315089,2634;7071697,525;EV6 S85D1 m1300;E;V;6;85;1;False;Nei;K;MED;1299.594;578597;0.82014252;0.82014252@578597;POINT Z (315085.895 7071706.57 21.369);5973;5037;9.652;1022805562;13000;86974922;70;1460.757
28.04.2023;2023;5025 Røros;Glåmos;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1264704;317483,4238;6954226,71;FV6532 S1D1 m2133;F;V;6532;1;1;False;Nei;K;MED;2133.069;72589;0.22323116;0.22323116@72589;POINT Z (317483.976 6954225.9 656.314);5973;5025;0.98;1024045660;450;85310696;60;1871.607
28.04.2023;2023;5056 Hitra;Vikansvingen, Barman;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264904;195275,7563;7071052,21;KV1148 S1D1 m578;K;V;1148;1;1;False;Nei;K;MOT;578.198;72352;0.17224992;0.17224992@72352;POINT Z (195275.139 7071050.406 15.88);5973;5056;1.907;1018806259;2000;78709920;50;784.711
27.04.2023;2023;5057 Ørland;gjølga;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264613;252432,5079;7083270,29;FV710 S10D1 m9529;F;V;710;10;1;False;Nei;K;MED;9528.979;72840;0.99161913;0.99161913@72840;POINT Z (252437.835 7083276.177 62.643);5973;5057;7.94;1024045748;2040;85312260;60;11100.656
27.04.2023;2023;5059 Orkland;Nedre Heggstadsetervatn;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1264686;213099,198;7044337,415;FV6434 S2D1 m6997;F;V;6434;2;1;False;Nei;K;MED;6997.314;72505;0.7086816;0.7086816@72505;POINT Z (213101.604 7044334.468 30.896);5973;5059;3.804;1024046512;260;209024374;80;18352.36
27.04.2023;2023;5055 Heim;Merkesneset;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1264604;205349,9507;7031878,575;FV6432 S4D1 m7833;F;V;6432;4;1;False;Nei;K;MED;7832.951;72503;0.47349706;0.47349706@72503;POINT Z (205349.876 7031878.892 9.041);5973;5055;0.326;1024046236;924;177610526;60;4065.067
27.04.2023;2023;5054 Indre Fosen;Ambornesset;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1264606;272645,052;7057635,676;FV755 S9D1 m6115;F;V;755;9;1;False;Nei;K;MED;6114.802;578149;0.13515283;0.13515283@578149;POINT Z (272649.62 7057634.534 20.532);5973;5054;4.708;1024045964;697;463057206;70;28148.139
26.04.2023;2023;5007 Namsos;østtun;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264941;330811,4409;7180450,954;FV769 S5D1 m3020;F;V;769;5;1;False;Nei;K;MED;3019.935;578675;0.3303344;0.3303344@578675;POINT Z (330810.626 7180453.654 37.264);5973;5007;2.821;1024046468;411;264308754;80;27522.008
26.04.2023;2023;5057 Ørland;karlestrand;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264781;242235,4488;7081829,282;FV721 S1D1 m2388;F;V;721;1;1;False;Nei;K;MED;2387.706;72389;0.24735009;0.24735009@72389;POINT Z (242235.498 7081830.055 13.622);5973;5057;0.775;1024046590;2300;85312178;60;2192.889
26.04.2023;2023;5006 Steinkjer;Eggemarka;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1264846;327734,2443;7105439,843;EV6 S90D1 m3408;E;V;6;90;1;False;Nei;K;MED;3408.27;578603;0.05251045;0.05251045@578603;POINT Z (327743.939 7105439.504 26.962);5973;5006;9.701;1022805638;7000;86973560;80;2008.71
26.04.2023;2023;5035 Stjørdal;Håvereina;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000430030;1266111;302810,534;7043330,129;EV14 S2D1 m4479;E;V;14;2;1;False;Nei;K;MED;4478.682;578621;0.62403443;0.62403443@578621;POINT Z (302774.698 7043373.966 15.864);5973;5035;56.621;1022805448;5460;86975245;70;4149.945
25.04.2023;2023;5035 Stjørdal;Værnestunnelen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000325949;1266113;296099,1423;7042566,238;EA6 S1079D1 m1254 KD3 m230;E;A;6;1079;1;False;Nei;K;MED;1253.626;3391493;0.67888249;0.67888249@3391493;POINT Z (296094.512 7042568.537 6.142);5973;5035;5.17;;;;;
25.04.2023;2023;5037 Levanger;Nessflata;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1266845;306996,2262;7064725,855;EV6 S83D1 m6548;E;V;6;83;1;False;Nei;K;MED;6548.285;3100974;0.86704044;0.86704044@3100974;POINT Z (306995.191 7064726.943 68.507);5973;5037;1.502;1022805551;8400;905755262;90;5215.863
25.04.2023;2023;5055 Heim;Haugen;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000307941;1264603;202976,5725;7032215,53;FV680 S16D1 m4320;F;V;680;16;1;False;Nei;K;MOT;4319.889;72830;0.32918415;0.32918415@72830;POINT Z (202976.234 7032213.544 41.843);5973;5055;2.015;1024045554;2900;85311015;60;717.919
25.04.2023;2023;5053 Inderøy;Lydersen svinger 755;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1264277;319572,8808;7086609,048;FV755 S1D1 m4635;F;V;755;1;1;False;Nei;K;MED;4635.315;578651;0.46858634;0.46858634@578651;POINT Z (319573.391 7086610.815 6.243);5973;5053;1.839;1024045824;2400;356360745;70;3958.316
25.04.2023;2023;5020 Osen;lindset;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1264366;279934,7617;7137299,476;FV715 S17D1 m8427;F;V;715;17;1;False;Nei;K;MED;8426.901;72367;0.84862547;0.84862547@72367;POINT Z (279935.787 7137298.599 5.132);5973;5020;1.349;1024046503;530;85311039;80;11081.62
24.04.2023;2023;5058 Åfjord;skjøra/kiran;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Ukjent utfall;;1289834;264237,682;7118105,173;FV6312 S4D1 m4595;F;V;6312;4;1;False;Nei;K;MED;4595.104;72404;0.72251561;0.72251561@72404;POINT Z (264240.053 7118109.009 12.289);5973;5058;4.509;1024045776;260;85312086;80;11913.427
24.04.2023;2023;5058 Åfjord;skjøra;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1271228;267099,011;7117645,767;FV6312 S4D1 m7935;F;V;6312;4;1;False;Nei;K;MED;7934.592;72405;0.17522391;0.17522391@72405;POINT Z (267088.276 7117625.675 2.653);5973;5058;22.78;1024045776;260;85312086;80;11913.427
24.04.2023;2023;5025 Røros;Glåmos;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264155;317618,1302;6954296,281;FV6532 S1D1 m2285;F;V;6532;1;1;False;Nei;K;MED;2285.166;72589;0.23913828;0.23913828@72589;POINT Z (317617.126 6954298.561 667.969);5973;5025;2.491;1024045660;450;85310696;60;1871.607
24.04.2023;2023;5058 Åfjord;bergfjord;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1289832;268102,0804;7122256,414;FV6312 S3D1 m3891;F;V;6312;3;1;False;Nei;K;MED;3890.692;72403;0.64511966;0.64511966@72403;POINT Z (268102.922 7122256.045 6.684);5973;5058;0.919;1024045550;240;85311438;80;5743.269
24.04.2023;2023;5054 Indre Fosen;Nyvei Skaret;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264223;248394,4298;7056555,245;FV717 S1D1 m3683;F;V;717;1;1;False;Nei;K;MED;3683.458;3347043;0.52103727;0.52103727@3347043;POINT Z (248396.884 7056554.812 40.295);5973;5054;2.492;1024045655;1580;1017167033;80;4048.66
24.04.2023;2023;5027 Midtre Gauldal;Singsås;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1264131;284588,5887;6987189,26;FV30 S4D1 m6503;F;V;30;4;1;False;Nei;K;MED;6503.213;72273;0.09570405;0.09570405@72273;POINT Z (284588.323 6987188.83 206.026);5973;5027;0.506;1024045530;1300;85311718;60;30272.09
23.04.2023;2023;5056 Hitra;Fausland;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1265484;195567,6993;7067982,38;PV99946 S1D1 m3;P;V;99946;1;1;False;Nei;K;MED;2.565;3376496;0.03519033;0.03519033@3376496;POINT Z (195567.25 7067983.94 18.546);5973;5056;1.624;1013747346;20;79577967;30;84.553
23.04.2023;2023;5035 Stjørdal;E6 Sør undergang ved flyplass;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264567;295474,5584;7042388,805;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
23.04.2023;2023;5001 Trondheim;Malvikveien;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1264031;277995,839;7040663,126;FV950 S1D127 m467;F;V;950;1;127;False;Nei;G;MED;467.336;3920214;0.26918868;0.26918868@3920214;POINT Z (277997.39 7040659.415 40.196);5973;5001;4.022;;;;;
22.04.2023;2023;5059 Orkland;Bjørnbettet. Orkdal;Hjort;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1264097;246846,6068;7044167,426;FV710 S2D1 m9164;F;V;710;2;1;False;Nei;K;MED;9164.357;72327;0.12143051;0.12143051@72327;POINT Z (246846.526 7044165.902 110.098);5973;5059;1.526;1024045895;1490;85309981;80;19621.303
22.04.2023;2023;5060 Nærøysund;garmansvika;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1264030;324371,152;7199433,497;FV7126 S1D1 m3742;F;V;7126;1;1;False;Nei;K;MED;3741.682;578525;0.48203909;0.48203909@578525;POINT Z (324370.774 7199433.525 6.667);5973;5060;0.38;1024045621;400;555435208;80;9670.656
22.04.2023;2023;5056 Hitra;Dolmøya ved tunnelen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1265483;194459,7009;7073162,045;FV714 S11D1 m2656;F;V;714;11;1;False;Nei;K;MED;2656.078;72353;0.07584706;0.07584706@72353;POINT Z (194453.263 7073160.489 11.144);5973;5056;6.623;1024046451;2180;1018198273;80;6234.441
22.04.2023;2023;5055 Heim;Stølen;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1264601;201150,5016;7022798,287;EV39 S8D1 m7652;E;V;39;8;1;False;Nei;K;MED;7652.04;72817;0.67663546;0.67663546@72817;POINT Z (201150.674 7022800.269 73.14);5973;5055;1.989;1022805706;2450;1016390669;80;21968.428
21.04.2023;2023;5001 Trondheim;Byåsveien;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263991;269107,5173;7041164,596;FV6650;F;V;6650;;;;;;;;3504189;0.39741774;0.39741774@3504189;POINT Z (269108.319 7041165.199 44.189);5973;5001;1.003;1018806574;500;85278776;30;12.208
21.04.2023;2023;5059 Orkland;Frisbrua. Orkdal;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1264092;241218,4733;7027074,832;FV65 S1D1 m2274;F;V;65;1;1;False;Nei;K;MED;2273.897;72815;0.71695752;0.71695752@72815;POINT Z (241218.63 7027074.05 8.463);5973;5059;0.798;1024046532;6380;85311048;70;2530.354
21.04.2023;2023;5049 Flatanger;Leite;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1264007;299342,6986;7159979,091;FV766 S5D1 m3695;F;V;766;5;1;False;Nei;K;MED;3694.933;578671;0.67950907;0.67950907@578671;POINT Z (299344.593 7159998.67 20.457);5973;5049;19.67;1024045652;349;86975622;80;14238.165
21.04.2023;2023;5056 Hitra;Straum;Hjort;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1265482;189546,1743;7063709,613;FV6456 S2D1 m10647;F;V;6456;2;1;False;Nei;K;MED;10647.193;72526;0.92742536;0.92742536@72526;POINT Z (189543.853 7063703.611 42.703);5973;5056;6.436;1024045810;100;85310244;50;19038.941
20.04.2023;2023;5021 Oppdal;Krokanø;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263902;235371,2338;6956754,424;EV6 S63D1 m7815;E;V;6;63;1;False;Nei;K;MED;7814.709;72148;0.54358333;0.54358333@72148;POINT Z (235375.802 6956747.624 544.677);5973;5021;8.192;1022805754;4400;85311134;80;13248.23
20.04.2023;2023;5001 Trondheim;avkjøringsrampen nordgående mot Ikea;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1263864;274451,1638;7040961,691;EV6 S76D1 m6109 KD1 m326;E;V;6;76;1;False;Nei;K;MED;6109.473;72206;0.39507722;0.39507722@72206;POINT Z (274450.264 7040961.991 65.893);5973;5001;0.949;1022805857;7600;85310797;80;610.45
20.04.2023;2023;5035 Stjørdal;Vest for Forra bru;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1264566;309223,6682;7042794,714;PV8087 S52D1 m71;P;V;8087;52;1;False;Nei;K;MED;71.19;560302;0.99902118;0.99902118@560302;POINT Z (309168.3 7042926.2 27.566);5973;5035;142.668;;;86956226;50;
20.04.2023;2023;5006 Steinkjer;Dyrstad;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000406670;1264088;328246,868;7110217,76;FV17 S1D1 m1764;F;V;17;1;1;False;Nei;K;MED;1763.567;578625;0.18076619;0.18076619@578625;POINT Z (328246.618 7110217.14 71.216);5973;5006;0.668;1024047044;3800;171847511;80;3671.029
20.04.2023;2023;5059 Orkland;Tøndel;Hjort;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000401327;1263851;243534,9683;7050070,89;FV710 S3D1 m7157;F;V;710;3;1;False;Nei;K;MED;7156.508;72327;0.94790605;0.94790605@72327;POINT Z (243538.868 7050070.936 14.317);5973;5059;3.9;1024045895;1490;85309975;60;19621.303
20.04.2023;2023;5037 Levanger;Holsand;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263833;311353,0723;7070513,599;EV6 S84D1 m6466;E;V;6;84;1;False;Nei;K;MED;6465.886;1742820;0.84434643;0.84434643@1742820;POINT Z (311351.666 7070510.618 16.468);5973;5037;3.296;1022805694;10000;212400871;80;1610.891
19.04.2023;2023;5055 Heim;Skeisdalen;Hjort;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000307920;1263839;198540,7445;7022765,388;EV39 S9D1 m1095;E;V;39;9;1;False;Nei;K;MED;1095.39;72817;0.96233325;0.96233325@72817;POINT Z (198542.017 7022762.884 46.892);5973;5055;2.809;1022805916;1660;85311511;60;9285.324
19.04.2023;2023;5035 Stjørdal;Sortasvegen ;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000406576;1264565;299920,1396;7040564,341;KV8108 S1D1 m172;K;V;8108;1;1;False;Nei;K;MED;171.858;553714;0.0783451;0.0783451@553714;POINT Z (299942.052 7040549.782 50.414);5973;5035;26.308;;;86957388;80;
19.04.2023;2023;5001 Trondheim;spongdalsveien;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1263828;258747,2397;7036320,049;FV707 S1D1 m9728;F;V;707;1;1;False;Nei;K;MED;9728.164;72313;0.97722543;0.97722543@72313;POINT Z (258747.286 7036320.074 105.458);5973;5001;0.053;1024046048;2400;85312289;60;6121.565
19.04.2023;2023;5021 Oppdal;e6 mjøen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;100000432537;1263832;226157,9034;6950118,802;EV6 S62D1 m171;E;V;6;62;1;False;Nei;K;MED;171.406;2438156;0.1045428;0.1045428@2438156;POINT Z (226155.952 6950124.796 533.014);5973;5021;6.303;1022805677;3590;709948450;80;8567.298
19.04.2023;2023;5060 Nærøysund;Kollbotn;Rådyr;Hann;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263845;366741,974;7209708,27;FV17 S23D1 m3031;F;V;17;23;1;False;Nei;K;MED;3031.099;578636;0.83123971;0.83123971@578636;POINT Z (366741.072 7209708.467 10.94);5973;5060;0.923;1022835924;566;86975711;80;9574.34
19.04.2023;2023;5057 Ørland;Heimalia;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1263819;248590,9444;7088728,362;FV721 S3D1 m1409;F;V;721;3;1;False;Nei;K;MED;1409.062;72867;0.74646213;0.74646213@72867;POINT Z (248592.072 7088728.292 53.011);5973;5057;1.13;1024046345;765;85311708;80;7878.995
17.04.2023;2023;5028 Melhus;Jaktøyen Melhus;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1263651;264351,55;7029225,107;EV6 S72D1 m8864;E;V;6;72;1;False;Nei;K;MED;8863.838;2997531;0.40385138;0.40385138@2997531;POINT Z (264351.016 7029225.319 19.934);5973;5028;0.575;1022805496;18000;871863977;100;1255.737
17.04.2023;2023;5060 Nærøysund;Røssøya;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1263576;305120,6353;7199652,099;PV50151 S1D1 m204;P;V;50151;1;1;False;Nei;K;MED;203.861;555669;0.20574901;0.20574901@555669;POINT Z (305106.903 7199657.805 9.686);5973;5060;14.87;;;86963885;80;
