Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde
01.08.2017;2017;5057 Ørland;Lia;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103732;245477,0001;7084280;FV721 S3D1 m7689;F;V;721;3;1;False;Nei;K;MED;7688.86;72391;0.53624738;0.53624738@72391;POINT Z (245476.686 7084280.275 37.764);5973;5057;0.417;1024046345;765;85311708;80;7878.995
01.08.2017;2017;5037 Levanger;Holsandlia.E6;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103714;312335;7070751;EV6 S84D1 m7571;E;V;6;84;1;False;Nei;K;MED;7571.096;578597;0.5165616;0.5165616@578597;POINT Z (312332.846 7070755.136 22.116);5973;5037;4.663;1022805368;11800;287666269;80;1735.755
01.08.2017;2017;5006 Steinkjer;Nord Eggetunnelen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1107294;327759;7105299;EV6 S90D1 m3266;E;V;6;90;1;False;Nei;K;MED;3266.122;578603;0.038131;0.038131@578603;POINT Z (327754.156 7105298.028 27.808);5973;5006;4.94;1022805638;7000;86973560;80;2008.71
01.08.2017;2017;5031 Malvik;Leistadåsen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103723;282888;7040486;EA6 S1077D1 m7331;E;A;6;1077;1;False;Nei;K;MED;7330.662;3391448;0.72880521;0.72880521@3391448;POINT Z (282890.367 7040479.165 141.95);5973;5031;7.233;;;;;
01.08.2017;2017;5060 Nærøysund;Nyheim;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103867;324389;7193664;SV4 S1D1 m170;S;V;4;1;1;False;Nei;K;MED;170.108;577864;0.29861841;0.29861841@577864;POINT Z (324409.895 7193662.076 9.373);5973;5060;20.984;;;79562943;50;
31.07.2017;2017;5044 Namsskogan;Lindmoen;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103672;400977;7186871;EV6 S103D1 m2715;E;V;6;103;1;False;Nei;K;MED;2715.305;578066;0.28432848;0.28432848@578066;POINT Z (400979.294 7186868.923 160.821);5973;5044;3.094;1022805627;1760;86973612;80;15735.96
31.07.2017;2017;5037 Levanger;Levanger, Moan;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1103618;316578;7073188;FV6874 S1D1 m1563;F;V;6874;1;1;False;Nei;K;MED;1563.391;578321;0.16546896;0.16546896@578321;POINT Z (316576.563 7073187.849 11.456);5973;5037;1.445;1024046526;10200;86973587;50;1454.502
31.07.2017;2017;5044 Namsskogan;Bjørhusdalen;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103622;409776;7200614;EV6 S104D1 m8933;E;V;6;104;1;False;Nei;K;MED;8933.312;578616;0.16816692;0.16816692@578616;POINT Z (409823.107 7200566.011 204.337);5973;5044;67.246;1022805918;2200;86973612;80;12687.492
31.07.2017;2017;5055 Heim;Nedre Seterdal;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1103644;199598,0003;7043945;FV6438 S1D1 m803;F;V;6438;1;1;False;Nei;K;MED;802.578;72509;0.40707402;0.40707402@72509;POINT Z (199597.219 7043945.23 54.448);5973;5055;0.814;1024046745;200;85310338;50;1972.857
31.07.2017;2017;5058 Åfjord;Lonin;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1119225;283193;7117962;FV715 S14D1 m5747;F;V;715;14;1;False;Nei;K;MED;5746.591;72365;0.22787055;0.22787055@72365;POINT Z (283194.711 7117962.171 234.307);5973;5058;1.719;1024046320;550;824147857;80;35965.031
30.07.2017;2017;5034 Meråker;Øst for Gudå Kapel;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1104184;333152;7039325;EV14 S6D1 m1958;E;V;14;6;1;False;Nei;K;MED;1957.854;578096;0.1990462;0.1990462@578096;POINT Z (333151.938 7039324.681 88.435);5973;5034;0.325;1022805716;3000;86974058;70;5912.569
30.07.2017;2017;5035 Stjørdal;Fv 705 ved Leren.;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;333333333333;1104244;296907;7039206;FV705 S1D1 m3253;F;V;705;1;1;False;Nei;K;MED;3253.15;578644;0.38578405;0.38578405@578644;POINT Z (296901.246 7039204.993 74.846);5973;5035;5.841;1024045832;4190;86973699;70;6386.881
30.07.2017;2017;5060 Nærøysund;Mølndalen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103616;321361;7204795;FV7088 S1D1 m8004;F;V;7088;1;1;False;Nei;K;MED;8004.055;578501;0.8134359;0.8134359@578501;POINT Z (321361.255 7204774.461 16.576);5973;5060;20.54;1024046438;911;126347447;80;7680.37
30.07.2017;2017;5059 Orkland;Kvernhusholet;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1117330;239858,0001;7030678;EV39 S4D1 m2725;E;V;39;4;1;False;Nei;K;MED;2725.377;72844;0.03971296;0.03971296@72844;POINT Z (239858.131 7030677.198 20.356);5973;5059;0.813;1022805799;4400;85311714;60;6639.245
30.07.2017;2017;5054 Indre Fosen;Amundvågen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1126823;265586;7064829;FV715 S6D1 m4787;F;V;715;6;1;False;Nei;K;MED;4786.518;2390303;0.01006742;0.01006742@2390303;POINT Z (265586.582 7064828.666 141.759);5973;5054;0.671;1024045807;1600;728125448;80;11320.552
29.07.2017;2017;5056 Hitra;Kvikne (Akset);Hjort;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1103783;202140,0003;7056383;FV713 S1D1 m4283;F;V;713;1;1;False;Nei;K;MED;4283.089;72337;0.4412788;0.4412788@72337;POINT Z (202134.171 7056420.698 12.039);5973;5056;38.146;1024045635;500;85310721;60;60513.582
29.07.2017;2017;5059 Orkland;Hov;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1117329;242425,0001;7030225;EV39 S3D1 m8022;E;V;39;3;1;False;Nei;K;MED;8021.863;72815;0.31978444;0.31978444@72815;POINT Z (242425.33 7030224.699 24.79);5973;5059;0.446;1022805818;9000;85310103;70;2376.307
29.07.2017;2017;5060 Nærøysund;ådalen;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1103607;315260;7199279;FV770 S8D1 m8095;F;V;770;8;1;False;Nei;K;MED;8094.542;578211;0.44895899;0.44895899@578211;POINT Z (315252.653 7199279.121 9.274);5973;5060;7.348;1024046252;700;760107182;80;10831.326
29.07.2017;2017;5028 Melhus;Horg kirke;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103598;260990;7009912;EV6 S70D130 m786;E;V;6;70;130;False;Nei;G;MED;785.696;1692842;0.18083704;0.18083704@1692842;POINT Z (260993.126 7009909.55 41.447);5973;5028;3.972;;;;;
29.07.2017;2017;5057 Ørland;Eidet;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1112789;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
28.07.2017;2017;5031 Malvik;Hommelvikbrua;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1109630;290810;7037418;EV6 S78D1 m5435;E;V;6;78;1;False;Nei;K;MED;5435.481;72156;0.60046762;0.60046762@72156;POINT Z (290810.169 7037417.295 48.055);5973;5031;0.725;1022805858;18500;85310170;80;3782.073
28.07.2017;2017;5059 Orkland;Torshus;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1117328;238165,0001;7024948;FV65 S2D1 m1141;F;V;65;2;1;False;Nei;K;MED;1140.621;72825;0.1262261;0.1262261@72825;POINT Z (238164.689 7024948.722 21.571);5973;5059;0.786;1024046982;5440;85311694;60;3136.61
28.07.2017;2017;5056 Hitra;Eidsvatnet;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103781;198475,0004;7067674;FV714 S9D1 m8577;F;V;714;9;1;False;Nei;K;MED;8576.506;72351;0.35361842;0.35361842@72351;POINT Z (198474.136 7067672.644 52.175);5973;5056;1.608;1024045628;2600;271779838;80;4991.609
28.07.2017;2017;5060 Nærøysund;Kråmyra;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1103592;325452;7196400;FV770 S6D1 m7748;F;V;770;6;1;False;Nei;K;MED;7747.571;578682;0.90938157;0.90938157@578682;POINT Z (325452.609 7196397.192 19.658);5973;5060;2.874;1024046270;2500;1015470503;80;1458.0
28.07.2017;2017;5060 Nærøysund;finnemoen;Elg;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1103589;342206;7199554;FV770 S4D1 m4486;F;V;770;4;1;False;Nei;K;MED;4486.474;578681;0.0036038;0.0036038@578681;POINT Z (342198.672 7199559.329 44.586);5973;5060;9.061;1024046282;1330;86975024;80;8437.813
28.07.2017;2017;5007 Namsos;Staksetet;Elg;Hunn;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1105731;316133;7132386;KV25011 S1D1 m1082;K;V;25011;1;1;False;Nei;K;MED;1081.777;554963;0.25273418;0.25273418@554963;POINT Z (316131.625 7132386.761 20.855);5973;5007;1.572;1013843039;30;86967912;80;360.621
27.07.2017;2017;5053 Inderøy;Flåttåsmyra;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1107226;317358;7093661;FV6942 S1D1 m5623;F;V;6942;1;1;False;Nei;K;MED;5622.571;578383;0.62440775;0.62440775@578383;POINT Z (317358.372 7093660.972 164.714);5973;5053;0.373;1024046621;300;86973261;80;8967.465
27.07.2017;2017;5057 Ørland;Reitan;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1103588;239662,0001;7079163;FV710 S9D1 m886;F;V;710;9;1;False;Nei;K;MED;886.449;72839;0.77122996;0.77122996@72839;POINT Z (239655.844 7079165.663 28.044);5973;5057;6.707;1024046392;4130;85312262;80;3702.023
27.07.2017;2017;5007 Namsos;Jøa;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1109946;321738;7173435;FV7080 S1D1 m4013;F;V;7080;1;1;False;Nei;K;MED;4012.603;578487;0.46854092;0.46854092@578487;POINT Z (321740.763 7173438.29 14.17);5973;5007;4.296;1024046666;280;727589330;80;4362.852
27.07.2017;2017;5026 Holtålen;Østerlia;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;100000039759;1104085;313034;6969960;FV30 S9D1 m3506;F;V;30;9;1;False;Nei;K;MED;3506.074;72819;0.62292451;0.62292451@72819;POINT Z (313036.181 6969959.787 499.353);5973;5026;2.192;1024046002;1480;85311063;80;17919.871
27.07.2017;2017;5054 Indre Fosen;Knarbakken;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1126821;262989;7061097;FV715 S5D1 m7283;F;V;715;5;1;False;Nei;K;MED;7283.163;2390300;0.35954428;0.35954428@2390300;POINT Z (262990.325 7061096.277 156.45);5973;5054;1.509;1024045807;1600;728125448;80;11320.552
27.07.2017;2017;5001 Trondheim;Bøckmannsveien;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1105650;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
27.07.2017;2017;5037 Levanger;Svanskkleiva;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1110218;309376;7079021;FV6890 S1D1 m3657;F;V;6890;1;1;False;Nei;K;MED;3657.103;578333;0.37883148;0.37883148@578333;POINT Z (309338.923 7079069.646 55.667);5973;5037;61.164;1024045820;550;86975337;80;7275.17
27.07.2017;2017;5007 Namsos;Meosen;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1109911;338228;7154808;FV17 S10D1 m4319;F;V;17;10;1;False;Nei;K;MED;4318.665;578630;0.80415731;0.80415731@578630;POINT Z (338228.489 7154805.788 5.369);5973;5007;2.266;1024045821;4500;86974813;80;5227.378
27.07.2017;2017;5035 Stjørdal;E 14, vest for Grindmoen, Sona.;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1104243;314439;7041879;EV14 S4D1 m577;E;V;14;4;1;False;Nei;K;MED;577.052;578623;0.06592928;0.06592928@578623;POINT Z (314438.819 7041879.153 33.545);5973;5035;0.237;1022805607;3000;761648981;80;6052.469
27.07.2017;2017;5053 Inderøy;Hustad;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1114549;321595;7097840;FV761 S1D1 m11351;F;V;761;1;1;False;Nei;K;MED;11351.249;578168;0.29874314;0.29874314@578168;POINT Z (321593.462 7097842.331 39.461);5973;5053;2.793;1024046552;2890;171041436;80;2071.0
27.07.2017;2017;5022 Rennebu;Ulsberg;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1103566;243739,0001;6967238;EV6 S64D1 m11981;E;V;6;64;1;False;Nei;K;MED;11980.779;1906268;0.13064642;0.13064642@1906268;POINT Z (243739.573 6967237.761 400.301);5973;5022;0.62;1022805823;3530;85312455;80;2045.151
26.07.2017;2017;5001 Trondheim;Moen;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1122589;272476;7024930;FV6680 S2D1 m8455;F;V;6680;2;1;False;Nei;K;MED;8455.023;72680;0.87437614;0.87437614@72680;POINT Z (272477.532 7024927.34 120.174);5973;5001;3.07;1024046741;621;197988633;80;4228.887
25.07.2017;2017;5035 Stjørdal;Fv 705 ved Fossberga, Franzefoss.;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;122222222222;1104242;297840;7036305;FV705 S1D1 m6358;F;V;705;1;1;False;Nei;K;MED;6357.991;578644;0.7012445;0.7012445@578644;POINT Z (297841.036 7036306.346 144.772);5973;5035;1.699;1024045832;4190;86974886;80;6386.881
25.07.2017;2017;5033 Tydal;Myrvang;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103676;320344;6997849;FV705 S8D1 m6416;F;V;705;8;1;False;Nei;K;MED;6415.832;72306;0.50219674;0.50219674@72306;POINT Z (320343.876 6997848.951 279.881);5973;5033;0.133;1024045502;799;85311832;80;22694.412
25.07.2017;2017;5006 Steinkjer;Kringla;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1107278;327722;7098357;FV6958 S1D1 m4663;F;V;6958;1;1;False;Nei;K;MED;4663.271;578394;0.79176435;0.79176435@578394;POINT Z (327719.206 7098360.541 69.996);5973;5006;4.51;1024046354;300;86973257;80;3270.546
25.07.2017;2017;5055 Heim;Saltrøa;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ukjent utfall;;1106524;182525,0005;7021418,999;EV39 S11D1 m4233;E;V;39;11;1;False;Nei;K;MOT;4232.899;1842163;0.79738938;0.79738938@1842163;POINT Z (182526.437 7021412.109 30.167);5973;5055;7.039;1022805738;1700;818898784;80;13680.406
25.07.2017;2017;5001 Trondheim;Okstadbakken;Elg;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1105694;268957;7035861;EV6 S75D1 m791;E;V;6;75;1;False;Nei;K;MED;790.586;72810;0.83883381;0.83883381@72810;POINT Z (268957.135 7035861.038 107.65);5973;5001;0.14;1022805880;55000;137046214;80;631.297
25.07.2017;2017;5036 Frosta;Ulvikskorsen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1104306;293955;7058916;FV753 S1D1 m11900;F;V;753;1;1;False;Nei;K;MED;11900.331;578650;0.20583355;0.20583355@578650;POINT Z (293955.06 7058916.236 46.109);5973;5036;0.243;1024046157;1700;171041691;60;8091.558
25.07.2017;2017;5057 Ørland;Val ;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1112784;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
25.07.2017;2017;5057 Ørland;Eidet, karlsenget;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1112786;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
24.07.2017;2017;5057 Ørland;Audalsstrekket;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1103509;247602,0001;7087782;FV721 S3D1 m2842;F;V;721;3;1;False;Nei;K;MED;2842.345;72867;0.89516159;0.89516159@72867;POINT Z (247599.482 7087785.594 72.826);5973;5057;4.388;1024046345;765;85311708;80;7878.995
24.07.2017;2017;5057 Ørland;Lerberen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1105577;237349,0001;7076417;FV710 S8D1 m3566;F;V;710;8;1;False;Nei;K;MED;3566.19;72839;0.37304578;0.37304578@72839;POINT Z (237325.984 7076411.849 10.021);5973;5057;23.585;1024046521;4230;85311060;80;1882.308
24.07.2017;2017;5054 Indre Fosen;Brødreskift;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1104335;248612,0001;7051512;FV717 S1D1 m9322;F;V;717;1;1;False;Nei;K;MED;9322.152;72379;0.24948098;0.24948098@72379;POINT Z (248611.985 7051511.98 74.595);5973;5054;0.025;1024046131;1500;85312202;80;4661.94
24.07.2017;2017;5006 Steinkjer;Sneve;Elg;Hunn;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1107258;328922;7107353;EV6 S90D1 m5755;E;V;6;90;1;False;Nei;K;MED;5755.126;578603;0.29015923;0.29015923@578603;POINT Z (328920.967 7107352.904 91.3);5973;5006;1.038;1022805640;7200;171851447;80;3258.275
24.07.2017;2017;5027 Midtre Gauldal;Bordal;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1103582;256421;6991202;FV6573 S1D1 m3048;F;V;6573;1;1;False;Nei;K;MED;3047.621;72151;0.66765606;0.66765606@72151;POINT Z (256419.45 6991202.635 206.122);5973;5027;1.675;1024045746;360;85311011;80;4838.47
24.07.2017;2017;5027 Midtre Gauldal;Bjørseth.;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1103584;253883;6986420;EV6 S67D1 m4514;E;V;6;67;1;False;Nei;K;MED;4513.525;1210206;0.75942246;0.75942246@1210206;POINT Z (253877.127 6986425.228 374.189);5973;5027;7.862;1022805712;5000;132191100;80;8064.823
24.07.2017;2017;5057 Ørland;Nordskogveiein;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1112780;;;;;;;;;;;;;;;;;;;;;324914522;2500;78697179;50;197.073
23.07.2017;2017;5060 Nærøysund;Sør for Skagakorsen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103487;333308;7192739;FV769 S8D1 m6617;F;V;769;8;1;False;Nei;K;MED;6617.131;578676;0.66308172;0.66308172@578676;POINT Z (333311.944 7192735.243 59.482);5973;5060;5.447;1024046462;770;264308783;80;3137.784
23.07.2017;2017;5056 Hitra;Leirvågen;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103484;201093,0003;7065820;FV714 S9D1 m4057;F;V;714;9;1;False;Nei;K;MED;4057.195;72349;0.9120586;0.9120586@72349;POINT Z (201097.117 7065820.543 3.572);5973;5056;4.152;1024045834;2300;85312246;60;7883.065
23.07.2017;2017;5007 Namsos;Åsmyra;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1105719;316355;7125582;FV17 S4D1 m2918;F;V;17;4;1;False;Nei;K;MED;2917.811;578099;0.75313794;0.75313794@578099;POINT Z (316351.4 7125582.275 68.771);5973;5007;3.611;1024046292;2310;86974054;80;6615.941
23.07.2017;2017;5031 Malvik;Pedersborg - vektstasjon;Rødrev;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1109629;284010;7040421;PV99639 S1D1 m69;P;V;99639;1;1;False;Nei;K;MOT;69.417;2422344;0.87802764;0.87802764@2422344;POINT Z (284010.529 7040424.536 126.129);5973;5031;3.575;;;78702672;50;
23.07.2017;2017;5060 Nærøysund;Marøystrand;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1103482;322605;7196564;FV770 S7D1 m2237;F;V;770;7;1;False;Nei;K;MED;2237.093;578683;0.2398172;0.2398172@578683;POINT Z (322605.571 7196565.039 8.511);5973;5060;1.185;1024046122;3800;86973713;80;3178.327
23.07.2017;2017;5036 Frosta;Smålandsbakkan;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1104332;287412;7058773;FV6824 S1D30 m1857;F;V;6824;1;30;True;Nei;K;MED;1857.045;578282;0.70571785;0.70571785@578282;POINT Z (287407.253 7058775.119 60.082);5973;5036;5.199;1024046173;600;86973497;50;874.038
22.07.2017;2017;5060 Nærøysund;Ottersøykrysset;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1103479;325177;7196418;FV770 S6D1 m8030;F;V;770;6;1;False;Nei;K;MED;8030.173;578682;0.93795015;0.93795015@578682;POINT Z (325175.464 7196411.457 21.764);5973;5060;6.721;1024046270;2500;1015470503;80;1458.0
22.07.2017;2017;5056 Hitra;Ulvøya.;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103475;206689,0003;7073376;FV6448 S1D1 m3779;F;V;6448;1;1;False;Nei;K;MED;3778.576;72517;0.65077586;0.65077586@72517;POINT Z (206687.988 7073371.813 9.161);5973;5056;4.307;1024046035;427;271835341;50;2576.785
22.07.2017;2017;5054 Indre Fosen;Garmobakken;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1104333;253849,0001;7063717;FV720 S3D1 m2196;F;V;720;3;1;False;Nei;K;MED;2195.86;72361;0.09738186;0.09738186@72361;POINT Z (253849.079 7063716.924 43.194);5973;5054;0.11;1024045937;1160;85312223;80;3331.647
22.07.2017;2017;5053 Inderøy;Bruås;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1114548;310358;7087050;FV755 S2D1 m5463;F;V;755;2;1;False;Nei;K;MED;5462.677;578145;0.5883084;0.5883084@578145;POINT Z (310360.301 7087045.18 89.759);5973;5053;5.342;1024046117;1600;86975663;60;6830.061
22.07.2017;2017;5022 Rennebu;Buvatnet;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103474;246765,0001;6979456;EV6 S66D1 m3213;E;V;6;66;1;False;Nei;K;MED;3213.327;72806;0.5881253;0.5881253@72806;POINT Z (246766.089 6979455.971 422.393);5973;5022;1.089;1022805692;5300;85311196;80;6997.848
21.07.2017;2017;5007 Namsos;Myrmoen;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1105720;311615;7131044;FV715 S22D1 m1406;F;V;715;22;1;False;Nei;K;MED;1406.35;578134;0.36187326;0.36187326@578134;POINT Z (311614.895 7131044.3 126.887);5973;5007;0.318;1024046293;478;86973212;80;42706.208
21.07.2017;2017;5037 Levanger;E6 Granamarka.;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1103472;320824;7073826;EV6 S85D1 m7623;E;V;6;85;1;False;Nei;K;MED;7623.36;578059;0.7716079;0.7716079@578059;POINT Z (320825.44 7073823.161 59.652);5973;5037;3.184;1022805526;10500;86973707;90;2747.881
21.07.2017;2017;5038 Verdal;Sørhaugberga;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1103467;328289;7080778;FV6908 S1D110 m383;F;V;6908;1;110;False;Nei;G;MED;383.463;2566908;0.15540015;0.15540015@2566908;POINT Z (328289.993 7080780.507 48.489);5973;5038;2.697;;;;;
21.07.2017;2017;5001 Trondheim;Kongsvegen ved Granåsen skisenter;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1105728;266229;7036019;FV6650 S2D1 m7226;F;V;6650;2;1;False;Nei;K;MED;7226.009;41944;0.40803162;0.40803162@41944;POINT Z (266225.556 7036014.487 177.052);5973;5001;5.678;1024045764;13000;140805923;60;1700.608
21.07.2017;2017;5007 Namsos;Hundmyra;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1105718;317625;7121634;FV17 S3D1 m7318;F;V;17;3;1;False;Nei;K;MED;7317.692;578099;0.22929063;0.22929063@578099;POINT Z (317624.852 7121633.817 79.034);5973;5007;0.236;1024046416;2100;86974046;80;6752.555
21.07.2017;2017;5054 Indre Fosen;Sørbotn;Grevling;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1104339;250408,0001;7058034;FV6368 S1D1 m4703;F;V;6368;1;1;False;Nei;K;MED;4703.079;72447;0.57250937;0.57250937@72447;POINT Z (250409.791 7058031.233 66.689);5973;5054;3.296;1024046995;300;85309928;80;6589.197
21.07.2017;2017;5022 Rennebu;Storpynten;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1103460;245868,0001;6972513;EV6 S65D1 m5503;E;V;6;65;1;False;Nei;K;MED;5502.653;72805;0.69696636;0.69696636@72805;POINT Z (245868.101 6972512.841 434.199);5973;5022;0.188;1022805628;5630;135094429;70;9450.411
20.07.2017;2017;5055 Heim;Lenes;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1103470;200075,0003;7028688;FV680 S17D1 m1624;F;V;680;17;1;False;Nei;K;MOT;1624.022;72288;0.69183191;0.69183191@72288;POINT Z (200075.587 7028688.93 17.443);5973;5055;1.1;1024045894;1580;85310211;80;11332.075
20.07.2017;2017;5055 Heim;Flatmyra;Hjort;Hunn;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1103469;200735,0003;7039057;FV680 S15D1 m4783;F;V;680;15;1;False;Nei;K;MOT;4783.461;72289;0.21045859;0.21045859@72289;POINT Z (200733.162 7039059.287 94.343);5973;5055;2.934;1024046277;1500;85311469;80;13300.965
