Vegobjekt_540_id,Vegnamn,Art,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1026879974.0,FV721,Rådyr,1460,5634,7083518,240263,11,0.0003663786197957832,0.05495679296936748,>2x høgare risiko enn høgrisikoyrke
1026880826.0,FV710,Rådyr,2040,11101,7082643,250152,8,9.678428643232142e-05,0.014517642964848214,"Renhaldarar, hjelpearbeidarar mv."
1026879646.0,FV710,Rådyr,6030,1770,7075112,236752,4,0.0001026777984801889,0.015401669772028335,"Renhaldarar, hjelpearbeidarar mv."
1026880559.0,FV6360,Rådyr,700,2612,7078074,245842,3,0.00044952844466155,0.0674292666992325,>2x høgare risiko enn høgrisikoyrke
1026880849.0,FV6392,Rådyr,649,3554,7075991,241893,3,0.0003563413902082066,0.05345120853123099,>2x høgare risiko enn høgrisikoyrke
1026880493.0,FV710,Rådyr,4030,3702,7078812,239107,15,0.0002754589793925281,0.041318846908879214,1-2x høgare risiko enn høyrisikoyrke
1026879920.0,FV710,Rådyr,1400,11843,7083704,258309,5,8.262041553772754e-05,0.01239306233065913,Sals- og serviceyrke
1026880202.0,FV721,Rådyr,700,3084,7090188,240530,3,0.0003807290199273569,0.05710935298910354,>2x høgare risiko enn høgrisikoyrke
1026879502.0,FV6360,Rådyr,1070,1399,7079990,244333,4,0.0007320919555082096,0.10981379332623144,>5x høgare risiko enn høgrisikoyrke
1026879567.0,FV6392,Rådyr,500,6970,7078669,249042,4,0.0003144592283956683,0.04716888425935025,>2x høgare risiko enn høgrisikoyrke
1026880221.0,FV710,Rådyr,4000,2136,7080656,240851,5,0.00016033040890667488,0.02404956133600123,1-2x høgare risiko enn høyrisikoyrke
1026880826.0,FV710,Elg,2040,11101,7082436,247094,6,7.258821482424107e-05,0.010888232223636161,Kontoryrke
1026880712.0,FV6392,Rådyr,500,4317,7076941,245527,4,0.0005077092476066269,0.07615638714099403,>2x høgare risiko enn høgrisikoyrke
1026880493.0,FV710,Elg,4030,3702,7079168,239631,3,5.509179587850562e-05,0.008263769381775843,Kontoryrke
1026880753.0,FV6330,Rådyr,280,59961,7096952,271854,4,6.52740001810048e-05,0.00979110002715072,Kontoryrke
1026879241.0,FV6324,Rådyr,2540,6865,7101362,264264,3,4.713615269850939e-05,0.007070422904776409,Kontoryrke
1026879342.0,FV6328,Rådyr,300,7657,7104757,278856,3,0.0003578067163898734,0.05367100745848101,>2x høgare risiko enn høgrisikoyrke
1026879598.0,FV715,Rådyr,1510,4701,7100015,266208,3,0.00011578737061991575,0.017368105592987362,"Renhaldarar, hjelpearbeidarar mv."
1026879972.0,FV723,Rådyr,1300,10467,7104455,262373,4,8.053813163413983e-05,0.012080719745120976,Sals- og serviceyrke
1026880542.0,FV715,Rådyr,600,35965,7110311,274437,5,6.348130189993189e-05,0.009522195284989784,Kontoryrke
1026880542.0,FV715,Elg,600,35965,7118364,278614,3,3.808878113995913e-05,0.00571331717099387,Høgskuleyrke
1026879397.0,FV6328,Rådyr,700,9919,7102666,270013,7,0.0002762099029536506,0.041431485443047596,>2x høgare risiko enn høgrisikoyrke
1026879817.0,FV710,Rådyr,1490,19621,7044974,246482,8,7.497038072541125e-05,0.011245557108811687,Kontoryrke
1026879917.0,FV701,Rådyr,1540,6737,7001976,231416,3,7.922114627875698e-05,0.011883171941813547,Kontoryrke
1026880151.0,FV710,Rådyr,2000,8511,7033261,242763,5,8.047603182344203e-05,0.012071404773516304,Sals- og serviceyrke
1026880697.0,FV714,Hjort,2000,6779,7038009,229055,3,6.0622349035195315e-05,0.009093352355279298,Kontoryrke
1026879658.0,FV700,Rådyr,1800,6784,6998654,232694,8,0.00017948938858734672,0.026923408288102007,1-2x høgare risiko enn høyrisikoyrke
1026879522.0,FV65,Rådyr,5440,3137,7024576,237765,3,4.816315983207882e-05,0.007224473974811823,Kontoryrke
1026879817.0,FV710,Hjort,1490,19621,7044112,246481,6,5.622778554405843e-05,0.008434167831608766,Kontoryrke
1026958115.0,EV39,Hjort,4500,6639,7030479,239179,3,2.7511432719759606e-05,0.004126714907963941,Leiarar
1026879927.0,FV714,Hjort,1600,2750,7042643,227041,3,0.00018679950186799502,0.028019925280199254,1-2x høgare risiko enn høyrisikoyrke
1026879323.0,FV769,Rådyr,752,5811,7193111,336989,4,0.0002507831833424192,0.03761747750136288,1-2x høgare risiko enn høyrisikoyrke
1026880787.0,FV768,Rådyr,866,17686,7189241,328784,8,0.00014310328715513087,0.02146549307326963,1-2x høgare risiko enn høyrisikoyrke
1026880320.0,FV7126,Rådyr,400,9671,7200247,326433,3,0.00021246970536117725,0.031870455804176585,1-2x høgare risiko enn høyrisikoyrke
1026880518.0,FV7088,Rådyr,1300,2790,7200990,322084,4,0.00030214789384033747,0.04532218407605062,>2x høgare risiko enn høgrisikoyrke
1026880175.0,FV770,Rådyr,2400,1458,7196411,325363,9,0.0007046620440836575,0.10569930661254863,>5x høgare risiko enn høgrisikoyrke
1026879875.0,FV770,Rådyr,2200,7350,7196532,330156,21,0.0003558085749866572,0.05337128624799858,>2x høgare risiko enn høgrisikoyrke
1026879260.0,FV769,Rådyr,800,4822,7192102,328855,5,0.0003551075833934649,0.053266137509019734,>2x høgare risiko enn høgrisikoyrke
1026880274.0,FV770,Rådyr,3800,3178,7196494,323047,7,0.0001588062849175319,0.023820942737629785,1-2x høgare risiko enn høyrisikoyrke
1026880760.0,FV770,Rådyr,711,24849,7205538,355076,10,0.00015507029702142207,0.02326054455321331,1-2x høgare risiko enn høyrisikoyrke
1026879443.0,FV7094,Rådyr,175,5832,7206300,308807,6,0.0016106561007626456,0.24159841511439684,>10x høgare risiko enn høgrisikoyrke
1026880680.0,FV770,Rådyr,700,10831,7197642,316334,10,0.0003613603845308124,0.05420405767962186,>2x høgare risiko enn høgrisikoyrke
1026880071.0,FV770,Rådyr,479,7560,7205394,312554,7,0.0005295998661171539,0.07943997991757308,>2x høgare risiko enn høgrisikoyrke
1026880760.0,FV770,Elg,711,24849,7204861,353828,5,7.753514851071103e-05,0.011630272276606655,Kontoryrke
1026880720.0,FV7094,Rådyr,169,10142,7204807,305241,3,0.00047953253633853605,0.0719298804507804,>2x høgare risiko enn høgrisikoyrke
