Vegobjekt_540_id,Art,årstid,lysforhold,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1024046670.0,Rådyr,vinter,Natt,355,18427,7075443,254132,4,0.0020103208827076083,0.30154813240614126,>10x høgare risiko enn høgrisikoyrke
1024045852.0,Rådyr,vinter,Natt,2200,6091,7032804,261892,2,0.000490689875207342,0.07360348128110131,>2x høgare risiko enn høgrisikoyrke
1022805621.0,Rådyr,vinter,Natt,4980,4610,6954550,231860,2,0.00028640995503721717,0.04296149325558257,>2x høgare risiko enn høgrisikoyrke
1024046937.0,Elg,vinter,Natt,1200,5986,7024454,259728,2,0.0009153778908778016,0.13730668363167026,>5x høgare risiko enn høgrisikoyrke
1024046321.0,Elg,vinter,Natt,1100,4553,7103812,334212,2,0.0013128890972492512,0.1969333645873877,>5x høgare risiko enn høgrisikoyrke
1022805783.0,Elg,vinter,Natt,1830,15372,7031814,343880,2,0.00023374208395910472,0.03506131259386571,1-2x høgare risiko enn høyrisikoyrke
1024045835.0,Rådyr,vinter,Natt,550,3892,7084636,306156,2,0.0030717287049207816,0.46075930573811724,>10x høgare risiko enn høgrisikoyrke
1024045551.0,Elg,vinter,Natt,877,20271,7200574,373162,2,0.00036986531842189555,0.055479797763284336,>2x høgare risiko enn høgrisikoyrke
1024046131.0,Rådyr,vinter,Natt,1500,4662,7052245,248516,4,0.0018805498257553053,0.28208247386329577,>10x høgare risiko enn høgrisikoyrke
1022805428.0,Rådyr,vinter,Natt,2100,5896,7115502,335698,2,0.000531057574606951,0.07965863619104266,>2x høgare risiko enn høgrisikoyrke
1024046394.0,Hjort,vinter,Natt,200,8959,7050232,222290,2,0.0036696854926629224,0.5504528238994384,>10x høgare risiko enn høgrisikoyrke
1024045805.0,Rådyr,vinter,Skumring,600,9828,7034272,204306,2,0.0011150696082202931,0.16726044123304398,>5x høgare risiko enn høgrisikoyrke
1024045635.0,Hjort,vinter,Natt,500,60514,7054871,197058,2,0.00021731640498904136,0.032597460748356205,1-2x høgare risiko enn høyrisikoyrke
1024045655.0,Rådyr,vinter,Natt,1580,4049,7056648,248398,2,0.0010278115968239423,0.15417173952359134,>5x høgare risiko enn høgrisikoyrke
1024046755.0,Rådyr,vinter,Natt,2190,2792,7061334,251332,2,0.0010753723073349533,0.16130584610024298,>5x høgare risiko enn høgrisikoyrke
1022805738.0,Hjort,vinter,Natt,1700,13680,7019921,178216,4,0.0005654749282553685,0.08482123923830527,>2x høgare risiko enn høgrisikoyrke
1024045703.0,Elg,vinter,Natt,418,55635,7151366,411816,2,0.0002827443941373445,0.04241165912060167,>2x høgare risiko enn høgrisikoyrke
1022805624.0,Elg,vinter,Skumring,9600,7748,7056724,301864,2,8.840107212820277e-05,0.013260160819230414,Sals- og serviceyrke
1022805828.0,Hjort,vinter,Natt,3400,5232,7040563,311765,2,0.0003696338407173854,0.05544507610760781,>2x høgare risiko enn høgrisikoyrke
1024046392.0,Elg,vinter,Skumring,4130,3702,7079168,239631,3,0.0006450942490761578,0.09676413736142367,>2x høgare risiko enn høgrisikoyrke
1024046392.0,Rådyr,vinter,Natt,4130,3702,7078642,239082,3,0.0006450942490761578,0.09676413736142367,>2x høgare risiko enn høgrisikoyrke
1024046693.0,Rådyr,vinter,Natt,718,9919,7102984,271433,2,0.0009232642995665201,0.138489644934978,>5x høgare risiko enn høgrisikoyrke
