Vegobjekt_540_id,Art,"ÅDT, total_avg",Vegobjekt_540_lengde_avg,UTM_nord_int_avg,UTM33_øst_int_avg,antall_kollisjoner,frekvens,årsrisiko,samanlikning_yrke
1022805899.0,Rådyr,5200,3928,6995729,259312,3,4.0239591895424274e-05,0.006035938784313641,Høgskuleyrke
1024046363.0,Hjort,700,7280,7063873,191576,3,0.00016128685404614954,0.02419302810692243,1-2x høgare risiko enn høyrisikoyrke
1022805506.0,Rådyr,2200,18573,7210944,417980,3,2.011516737931352e-05,0.003017275106897028,Leiarar
1024535183.0,Rådyr,300,14165,7046292,193794,5,0.0003223586336506954,0.048353795047604314,>2x høgare risiko enn høgrisikoyrke
1024045565.0,Rådyr,950,5451,7098196,331061,4,0.00021162517953420506,0.03174377693013076,1-2x høgare risiko enn høyrisikoyrke
1024046203.0,Rådyr,729,5412,7107758,258434,4,0.0002777677434180468,0.04166516151270702,>2x høgare risiko enn høgrisikoyrke
1024045819.0,Rådyr,625,9576,7151011,310007,3,0.00013732962543344662,0.020599443815016993,Håndverkarar
1022805590.0,Hjort,1700,3890,7015513,165207,3,0.0001242881911718098,0.018643228675771468,"Bønder, fiskarar mv."
1024046126.0,Rådyr,688,5002,7129303,368750,3,0.00023883406178783664,0.035825109268175497,1-2x høgare risiko enn høyrisikoyrke
1024046323.0,Rådyr,240,14933,7127126,273740,3,0.00022933486467866974,0.03440022970180046,1-2x høgare risiko enn høyrisikoyrke
1022805640.0,Rådyr,7200,3258,7107876,328983,3,3.503844418095534e-05,0.005255766627143301,Høgskuleyrke
1024045953.0,Rådyr,883,14631,7163089,332742,3,6.362000169973558e-05,0.009543000254960337,Kontoryrke
1024046339.0,Rådyr,750,4256,7070600,284286,3,0.0002574930476877124,0.03862395715315686,1-2x høgare risiko enn høyrisikoyrke
