Uri;FallviltId;Kjonn;HendelsesDatoTid;UkjentTidspunkt;Latitude;Longitude;KommuneNummer;KommuneNavn;VillreinområdeNummer;VillreinområdeNavn;Arsak;TypeMotorkjøretøy;RegistrertDatoTid;EndretDatoTid;Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;OppdatertDatoTid;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed;HendelsesDatoTid;UkjentTidspunkt
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1329384;1329384;Ukjent;2025-12-07T21:00:00;False;63.58322;10.41838;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-12-07T21:24:06.323108Z;2025-12-07T21:24:06.330877Z;2025-12-07;2025;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1329384;272717.6714634518;7058717.000784123;2026-04-30T07:26:42.095532;FV755 S9D1 m5001;F;V;755.0;9.0;1.0;False;Nei;K;MED;5000.954;578149.0;0.02303019;0.02303019@578149;POINT Z (272719.211 7058716.288 7.791);5973.0;5054.0;1.696;;;;;;;;;;;;;;;;12;;0.8615384615384615;;2025-12-07T21:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331334;1331334;Ukjent;2026-01-08T00:00:00;True;63.557037;10.292252;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;;2026-01-08T06:33:38.908496Z;2026-01-08T06:33:38.908408Z;2026-01-08;2026;5054 Indre Fosen;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1331334;266254.4937828596;7056260.125184921;2026-04-30T07:26:42.095532;FV755 S10D1 m4683;F;V;755.0;10.0;1.0;False;Nei;K;MED;4682.84;578149.0;0.90884361;0.90884361@578149;POINT Z (266254.498 7056261.23 19.867);5973.0;5054.0;1.104;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-08T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1328780;1328780;Hunn;2025-11-30T05:58:00;False;63.593884;10.012295;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-11-30T18:14:06.268408Z;2025-11-30T18:14:06.272428Z;2025-11-30;2025;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;FunnetDødEtterEttersøk;;1328780;252695.0744658304;7061410.424915517;2026-04-30T07:26:42.095532;FV720 S2D1 m7591;F;V;720.0;2.0;1.0;False;Nei;K;MED;7590.605;72855.0;0.77036045;0.77036045@72855;POINT Z (252694.603 7061409.477 12.52);5973.0;5054.0;1.059;;;;;;;;;-1.2;;;;;;SN66045;11;;0.6045454545454546;;2025-11-30T05:58:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1330700;1330700;Hann;2025-12-29T18:27:00;False;63.510963;9.933917;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-12-29T20:25:13.914894Z;2025-12-29T20:25:13.914868Z;2025-12-29;2025;5054 Indre Fosen;;Rådyr;Hann;Kalv;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1330700;248083.3184690101;7052498.406757501;2026-04-30T07:26:42.095532;FV717 S1D1 m8123;F;V;717.0;1.0;1.0;False;Nei;K;MED;8122.737;72378.0;0.98598919;0.98598919@72378;POINT Z (248079.645 7052497.786 113.112);5973.0;5054.0;3.726;;;;;;;;;-0.4;;;;;;SN66045;12;;0.8615384615384615;;2025-12-29T18:27:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331880;1331880;Ukjent;2026-01-12T07:30:00;False;63.556046;10.250071;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-14T13:04:48.25203Z;2026-01-14T13:04:48.252007Z;2026-01-12;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1331880;264154.8462695002;7056304.839564243;2026-04-30T07:26:42.095532;FV755 S10D1 m6830;F;V;755.0;10.0;1.0;False;Nei;K;MED;6829.827;578150.0;0.31031682;0.31031682@578150;POINT Z (264152.831 7056294.914 38.212);5973.0;5054.0;10.128;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-12T07:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331672;1331672;Hunn;2026-01-12T08:08:00;False;63.539413;10.198928;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Lastebil;2026-01-12T11:05:28.572683Z;2026-01-12T11:05:28.572575Z;2026-01-12;2026;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1331672;261479.98016299843;7054645.105954965;2026-04-30T07:26:42.095532;FV715 S4D1 m5521;F;V;715.0;4.0;1.0;False;Nei;K;MED;5521.06;578645.0;0.20123697;0.20123697@578645;POINT Z (261477.931 7054645.249 44.126);5973.0;5054.0;2.054;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-12T08:08:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1330699;1330699;Ukjent;2025-12-29T17:27:00;False;63.75294;10.085868;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-12-29T20:20:46.441138Z;2025-12-29T20:20:46.44111Z;2025-12-29;2025;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1330699;257700.29698817016;7078811.444328727;2026-04-30T07:26:42.095532;FV6362 S1D1 m2747;F;V;6362.0;1.0;1.0;False;Nei;K;MED;2747.351;72443.0;0.4372745;0.4372745@72443;POINT Z (257697.137 7078811.784 22.995);5973.0;5054.0;3.178;;;;;;;;;-1.8;;;;;;SN71385;12;;0.8615384615384615;;2025-12-29T17:27:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1330946;1330946;Ukjent;2026-01-04T08:30:00;False;63.525917;10.012023;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-04T13:39:01.766814Z;2026-01-04T13:39:01.766772Z;2026-01-04;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1330946;252091.1257113428;7053855.541419258;2026-04-30T07:26:42.095532;FV6390 S1D10 m1409;F;V;6390.0;1.0;10.0;True;Nei;K;MED;1409.036;72462.0;0.568976;0.568976@72462;POINT Z (252089.311 7053859.204 52.788);5973.0;5054.0;4.088;;;;;;;;;-10.4;;;;;;SN66045;1;;-5.55625;;2026-01-04T08:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331176;1331176;Hunn;2026-01-05T22:10:00;False;63.68564;9.88311;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-05T23:47:53.667987Z;2026-01-05T23:47:53.667969Z;2026-01-05;2026;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1331176;247118.2360371576;7072116.193612888;2026-04-30T07:26:42.095532;FV718 S3D1 m3990;F;V;718.0;3.0;1.0;False;Nei;K;MED;3990.384;72384.0;0.17153601;0.17153601@72384;POINT Z (247116.375 7072118.893 17.783);5973.0;5054.0;3.279;;;;;;;;;-12.8;;;;;;SN71385;1;;-5.55625;;2026-01-05T22:10:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332039;1332039;Ukjent;2026-01-16T10:30:00;False;63.555965;10.250308;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-16T11:12:33.577165Z;2026-01-16T11:12:33.577124Z;2026-01-16;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1332039;264165.9275148674;7056294.958552654;2026-04-30T07:26:42.095532;FV755 S10D1 m6817;F;V;755.0;10.0;1.0;False;Nei;K;MED;6817.15;578150.0;0.30718691;0.30718691@578150;POINT Z (264165.317 7056292.24 38.249);5973.0;5054.0;2.786;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-16T10:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331102;1331102;Hunn;2026-01-05T06:35:00;False;63.610626;10.023191;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-05T09:14:34.537353Z;2026-01-05T09:15:03.402239Z;2026-01-05;2026;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1331102;253379.6839880872;7063229.546639768;2026-04-30T07:26:42.095532;FV720 S3D1 m1519;F;V;720.0;3.0;1.0;False;Nei;K;MED;1519.16;72361.0;0.02896975;0.02896975@72361;POINT Z (253380.21 7063229.046 46.624);5973.0;5054.0;0.727;;;;;;;;;-10.5;;;;;;SN66045;1;;-5.55625;;2026-01-05T06:35:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333140;1333140;Ukjent;2026-01-28T17:02:00;False;63.603508;9.841898;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-28T19:31:58.295109Z;2026-01-28T19:31:58.295095Z;2026-01-28;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1333140;244346.3973349885;7063150.8350101095;2026-04-30T07:26:42.095532;FV718 S2D1 m1557;F;V;718.0;2.0;1.0;False;Nei;K;MED;1557.441;3885337.0;0.46382553;0.46382553@3885337;POINT Z (244344.122 7063152.107 41.604);5973.0;5054.0;2.606;;;;;;;;;-11.0;;;;;;SN66045;1;;-5.55625;;2026-01-28T17:02:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333471;1333471;Hunn;2026-02-02T04:30:00;False;63.63548;10.576181;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-02T03:48:20.506865Z;2026-02-02T03:48:20.50684Z;2026-02-02;2026;5054 Indre Fosen;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1333471;280939.0097382963;7063978.233513409;2026-04-30T07:26:42.095532;FV755 S8D1 m3528;F;V;755.0;8.0;1.0;False;Nei;K;MED;3528.001;578147.0;0.9629728;0.9629728@578147;POINT Z (280936.952 7063983.934 19.397);5973.0;5054.0;6.061;;;;;;34.0;;;-8.1;;;;;;SN69010;2;34.0;-5.321428571428571;;2026-02-02T04:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332316;1332316;Ukjent;2026-01-20T00:00:00;True;63.57214;10.399434;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;;2026-01-20T06:35:10.648784Z;2026-01-20T06:35:10.648758Z;2026-01-20;2026;5054 Indre Fosen;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1332316;271690.2351329296;7057552.309835397;2026-04-30T07:26:42.095532;PV97455 S1D1 m5;P;V;97455.0;1.0;1.0;False;Nei;K;MED;4.885;563013.0;0.13944292;0.13944292@563013;POINT Z (271689.227 7057553.039 13.68);5973.0;5054.0;1.244;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-20T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332315;1332315;Hunn;2026-01-20T00:00:00;True;63.63197;10.570626;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-20T06:12:42.619732Z;2026-01-20T06:12:42.619701Z;2026-01-20;2026;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1332315;280637.17151087977;7063606.889542763;2026-04-30T07:26:42.095532;FV755 S8D1 m4030;F;V;755.0;8.0;1.0;False;Nei;K;MED;4029.52;578148.0;0.01508867;0.01508867@578148;POINT Z (280637.573 7063606.678 14.241);5973.0;5054.0;0.454;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-20T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331363;1331363;Ukjent;2026-01-07T19:00:00;False;63.559826;9.961866;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-08T12:53:38.863732Z;2026-01-08T12:53:38.863699Z;2026-01-07;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1331363;249899.6353015889;7057820.486334159;2026-04-30T07:26:42.095532;FV6368 S1D1 m5260;F;V;6368.0;1.0;1.0;False;Nei;K;MED;5259.697;72447.0;0.64043175;0.64043175@72447;POINT Z (249899.647 7057820.385 39.28);5973.0;5054.0;0.102;;;;;;;;;-10.7;;;;;;SN66045;1;;-5.55625;;2026-01-07T19:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333552;1333552;Hann;2026-02-02T18:48:00;False;63.537064;9.92639;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-02T19:51:32.054949Z;2026-02-02T19:51:32.054928Z;2026-02-02;2026;5054 Indre Fosen;;Rådyr;Hann;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1333552;247940.2029895134;7055429.51066817;2026-04-30T07:26:42.095532;FV717 S1D1 m4935;F;V;717.0;1.0;1.0;False;Nei;K;MED;4935.258;3347043.0;0.79822288;0.79822288@3347043;POINT Z (247935.078 7055429.561 112.719);5973.0;5054.0;5.125;;;;;;34.0;;;-8.1;;;;;;SN69010;2;34.0;-5.321428571428571;;2026-02-02T18:48:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331496;1331496;Hann;2026-01-09T17:44:00;False;63.75735;10.237698;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-10T06:57:24.742561Z;2026-01-10T06:57:24.742534Z;2026-01-09;2026;5054 Indre Fosen;;Elg;Hann;Voksen;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1331496;265212.48433263856;7078734.289379;2026-04-30T07:26:42.095532;FV715 S8D1 m3795;F;V;715.0;8.0;1.0;False;Nei;K;MED;3795.373;72857.0;0.38303028;0.38303028@72857;POINT Z (265210.404 7078735.166 107.636);5973.0;5054.0;2.257;;;;;;;;;-7.9;;;;;;SN71385;1;;-5.55625;;2026-01-09T17:44:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333474;1333474;Ukjent;2026-02-01T19:35:00;False;63.801487;10.576789;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-02T05:06:25.523711Z;2026-02-02T05:06:25.523685Z;2026-02-01;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1333474;282249.7184438241;7082440.491853519;2026-04-30T07:26:42.095532;FV720 S6D1 m8762;F;V;720.0;6.0;1.0;False;Nei;K;MOT;8761.93;578138.0;0.4367022;0.4367022@578138;POINT Z (282247.175 7082448.88 12.336);5973.0;5054.0;8.765;;;;;;;;;;;;;;;;2;34.0;-5.321428571428571;;2026-02-01T19:35:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333513;1333513;Hann;2026-01-31T22:55:00;False;63.67249;10.239792;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-02T11:52:57.25316Z;2026-02-02T11:52:57.253121Z;2026-01-31;2026;5054 Indre Fosen;;Rådyr;Hann;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1333513;264611.061824549;7069290.644153611;2026-04-30T07:26:42.095532;FV715 S7D1 m1278;F;V;715.0;7.0;1.0;False;Nei;K;MED;1277.543;2506512.0;0.36251659;0.36251659@2506512;POINT Z (264610.903 7069291.355 148.702);5973.0;5054.0;0.728;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-31T22:55:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331495;1331495;Hann;2026-01-09T16:00:00;False;63.75738;10.237704;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-10T06:57:24.725608Z;2026-01-10T06:57:24.725583Z;2026-01-09;2026;5054 Indre Fosen;;Elg;Hann;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1331495;265213.0289875531;7078737.603133823;2026-04-30T07:26:42.095532;FV715 S8D1 m3799;F;V;715.0;8.0;1.0;False;Nei;K;MED;3798.638;72857.0;0.38336092;0.38336092@72857;POINT Z (265211.672 7078738.175 107.679);5973.0;5054.0;1.472;;;;;;;;;-7.9;;;;;;SN71385;1;;-5.55625;;2026-01-09T16:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333680;1333680;Hunn;2026-02-03T20:46:00;False;63.557095;10.293222;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-04T05:04:18.827687Z;2026-02-04T05:04:18.825787Z;2026-02-03;2026;5054 Indre Fosen;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1333680;266303.06539900845;7056263.02867977;2026-04-30T07:26:42.095532;FV755 S10D1 m4634;F;V;755.0;10.0;1.0;False;Nei;K;MED;4634.275;578149.0;0.90384353;0.90384353@578149;POINT Z (266303.08 7056261.806 20.069);5973.0;5054.0;1.223;;;;;;;;;;;;;;;;2;34.0;-5.321428571428571;;2026-02-03T20:46:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1330215;1330215;Hann;2025-12-19T22:19:00;False;63.588287;9.97778;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-12-20T18:00:28.049491Z;2025-12-20T18:00:28.049455Z;2025-12-19;2025;5054 Indre Fosen;;Rådyr;Hann;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1330215;250937.39522233163;7060922.250699035;2026-04-30T07:26:42.095532;FV718 S1D1 m1777;F;V;718.0;1.0;1.0;False;Nei;K;MED;1776.959;72381.0;0.63654297;0.63654297@72381;POINT Z (250937.562 7060921.824 36.893);5973.0;5054.0;0.458;;;;;;;;;3.6;;;;;;SN66045;12;;0.8615384615384615;;2025-12-19T22:19:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333922;1333922;Ukjent;2026-02-05T21:00:00;False;63.574825;10.380949;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-05T20:52:56.578003Z;2026-02-05T20:52:56.57799Z;2026-02-05;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1333922;270795.6938717018;7057917.050608218;2026-04-30T07:26:42.095532;FV755 S9D1 m8354;F;V;755.0;9.0;1.0;False;Nei;K;MED;8353.552;578149.0;0.36549851;0.36549851@578149;POINT Z (270798.148 7057924.816 33.651);5973.0;5054.0;8.145;;;;;;;;;;;;;;;;2;34.0;-5.321428571428571;;2026-02-05T21:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332406;1332406;Ukjent;2026-01-20T18:15:00;False;63.600773;10.001539;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-21T08:34:54.187111Z;2026-01-21T08:34:54.187082Z;2026-01-20;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1332406;252222.5755135024;7062217.941741684;2026-04-30T07:26:42.095532;FV720 S2D1 m8598;F;V;720.0;2.0;1.0;False;Nei;K;MED;8597.562;72855.0;0.87254788;0.87254788@72855;POINT Z (252224.214 7062216.569 17.916);5973.0;5054.0;2.138;;;;;;;;;-2.7;;;;;;SN66045;1;;-5.55625;;2026-01-20T18:15:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1334479;1334479;Hunn;2026-02-11T17:33:00;False;63.50125;9.950254;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Lastebil;2026-02-11T19:28:20.09941Z;2026-02-11T19:28:20.099391Z;2026-02-11;2026;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1334479;248809.03193131092;7051354.417643395;2026-04-30T07:26:42.095532;FV717 S1D1 m9575;F;V;717.0;1.0;1.0;False;Nei;K;MED;9574.543;72379.0;0.30760086;0.30760086@72379;POINT Z (248813.202 7051359.973 65.908);5973.0;5054.0;6.946;;;;;;;;;-7.8;;;;;;SN66045;2;34.0;-5.321428571428571;;2026-02-11T17:33:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1334556;1334556;Ukjent;2026-01-12T06:00:00;False;63.615566;9.84188;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;;2026-02-12T11:47:51.110629Z;2026-02-12T11:47:51.110599Z;2026-01-12;2026;5054 Indre Fosen;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1334556;244453.8858920107;7064491.190631786;2026-04-30T07:26:42.095532;FV718 S2D1 m3192;F;V;718.0;2.0;1.0;False;Nei;K;MED;3191.866;72383.0;0.0829171;0.0829171@72383;POINT Z (244458.987 7064495.58 64.086);5973.0;5054.0;6.73;;;;;;;;;;;;;;;;1;;-5.55625;;2026-01-12T06:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332637;1332637;Hann;2026-01-23T00:00:00;True;63.58785;9.874341;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Ukjent;2026-01-23T13:19:06.73327Z;2026-01-23T13:19:06.733246Z;2026-01-23;2026;5054 Indre Fosen;;Rådyr;Hann;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1332637;245811.9422614216;7061280.949292095;2026-04-30T07:26:42.095532;FV718 S1D1 m8279;F;V;718.0;1.0;1.0;False;Nei;K;MED;8278.541;72382.0;0.56234716;0.56234716@72382;POINT Z (245811.865 7061283.873 14.943);5973.0;5054.0;2.925;;;;;;;;;-4.8;;;;;;SN66045;1;;-5.55625;;2026-01-23T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1331821;1331821;Hunn;2026-01-13T17:00:00;False;63.74659;10.237366;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-13T20:27:00.098994Z;2026-01-13T20:27:00.09898Z;2026-01-13;2026;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1331821;265106.7347474364;7077539.061318776;2026-04-30T07:26:42.095532;FV715 S8D1 m2587;F;V;715.0;8.0;1.0;False;Nei;K;MED;2586.513;72857.0;0.26116584;0.26116584@72857;POINT Z (265110.593 7077540.182 137.866);5973.0;5054.0;4.017;;;;;;;;;-1.8;;;;;;SN71385;1;;-5.55625;;2026-01-13T17:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332010;1332010;Hunn;2026-01-15T21:34:00;False;63.534447;10.041103;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-15T22:14:59.653099Z;2026-01-15T22:14:59.653081Z;2026-01-15;2026;5054 Indre Fosen;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1332010;253607.90753021368;7054691.437328546;2026-04-30T07:26:42.095532;FV6384 S2D1 m9125;F;V;6384.0;2.0;1.0;False;Nei;K;MED;9125.255;72457.0;0.92900902;0.92900902@72457;POINT Z (253605.225 7054693.394 100.859);5973.0;5054.0;3.32;;;;;;;;;-2.1;;;;;;SN66045;1;;-5.55625;;2026-01-15T21:34:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1332634;1332634;Hunn;2026-01-22T16:50:00;False;63.559837;9.961977;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-01-23T12:45:32.685441Z;2026-01-23T12:45:32.685411Z;2026-01-22;2026;5054 Indre Fosen;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1332634;249905.2334339429;7057821.274873379;2026-04-30T07:26:42.095532;FV6368 S1D1 m5254;F;V;6368.0;1.0;1.0;False;Nei;K;MED;5254.049;72447.0;0.63968373;0.63968373@72447;POINT Z (249905.26 7057821.045 39.989);5973.0;5054.0;0.232;;;;;;;;;-1.5;;;;;;SN66045;1;;-5.55625;;2026-01-22T16:50:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1333475;1333475;Ukjent;2026-02-01T18:13:00;False;63.54751;9.933781;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-02T05:06:25.525168Z;2026-02-02T05:06:25.525152Z;2026-02-01;2026;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1333475;248398.97570944496;7056561.597006018;2026-04-30T07:26:42.095532;FV717 S1D1 m3676;F;V;717.0;1.0;1.0;False;Nei;K;MED;3676.425;3347043.0;0.51947912;0.51947912@3347043;POINT Z (248398.072 7056561.743 39.885);5973.0;5054.0;0.915;;;;;;;;;-5.2;;;;;;SN66045;2;34.0;-5.321428571428571;;2026-02-01T18:13:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1334428;1334428;Hunn;2026-02-06T06:00:00;False;63.58503;10.189429;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2026-02-11T10:15:17.676239Z;2026-02-11T10:15:17.676204Z;2026-02-06;2026;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1334428;261390.950807502;7059752.662872826;2026-04-30T07:26:42.095532;FV715 S5D1 m4980;F;V;715.0;5.0;1.0;False;Nei;K;MED;4979.596;2390295.0;0.14450039;0.14450039@2390295;POINT Z (261396.29 7059753.184 156.504);5973.0;5054.0;5.364;;;;;;;;;;;;;;;;2;34.0;-5.321428571428571;;2026-02-06T06:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1334427;1334427;Ukjent;2026-02-10T16:13:00;False;63.81429;10.618616;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;;2026-02-11T09:31:59.079691Z;2026-02-11T09:31:59.079531Z;2026-02-10;2026;5054 Indre Fosen;;Oter;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1334427;284404.2626124505;7083722.511155253;2026-04-30T07:26:42.095532;FV720 S7D1 m841;F;V;720.0;7.0;1.0;False;Nei;K;MOT;840.614;578138.0;0.17501959;0.17501959@578138;POINT Z (284403.518 7083723.509 3.823);5973.0;5054.0;1.245;;;;;;;;;;;;;;;;2;34.0;-5.321428571428571;;2026-02-10T16:13:00;false
