Uri;FallviltId;Kjonn;HendelsesDatoTid;UkjentTidspunkt;Latitude;Longitude;KommuneNummer;KommuneNavn;VillreinområdeNummer;VillreinområdeNavn;Arsak;TypeMotorkjøretøy;RegistrertDatoTid;EndretDatoTid;Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;OppdatertDatoTid;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed;HendelsesDatoTid;UkjentTidspunkt
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1308913;1308913;Ukjent;2025-01-30T06:45:00;False;63.417603;10.541133;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-01-30T10:59:19.730125Z;2025-01-30T10:59:19.748829Z;2025-01-30;2025;5001 Trondheim;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1308913;277514.0982157914;7039866.190953564;2026-04-30T07:26:42.095532;KV1326 S1D20 m50;K;V;1326.0;1.0;20.0;False;Nei;G;MED;49.936;1950103.0;0.81932211;0.81932211@1950103;POINT Z (277526.237 7039853.704 117.686);5973.0;5001.0;17.415;;;;;;;;;;;;;;;;1;;;;2025-01-30T06:45:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309457;1309457;Ukjent;2025-02-03T08:00:00;False;63.424664;10.473243;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-02-08T12:21:10.552074Z;2025-02-08T12:21:10.569184Z;2025-02-03;2025;5001 Trondheim;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1309457;274186.3689125248;7040889.224654764;2026-04-30T07:26:42.095532;EV6 S76D1 m6109 KD4 m280;E;V;6.0;76.0;1.0;False;Nei;K;MED;6109.473;2423405.0;0.55121791;0.55121791@2423405;POINT Z (274188.985 7040886.808 74.695);5973.0;5001.0;3.561;;;;;;;;;;;;;;;;2;;;;2025-02-03T08:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309458;1309458;Ukjent;2025-02-03T08:30:00;False;63.42543;10.47504;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-02-08T12:22:57.068536Z;2025-02-08T12:22:57.073554Z;2025-02-03;2025;5001 Trondheim;;Rev;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1309458;274281.9284830308;7040968.077358176;2026-04-30T07:26:42.095532;EV6 S76D1 m6034;E;V;6.0;76.0;1.0;False;Nei;K;MED;6033.752;2411536.0;0.33034428;0.33034428@2411536;POINT Z (274286.621 7040962.845 71.057);5973.0;5001.0;7.029;;;;;;;;;;;;;;;;2;;;;2025-02-03T08:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1308950;1308950;Hunn;2025-01-30T22:54:00;False;63.344177;10.249779;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Ukjent;2025-01-31T07:57:53.421845Z;2025-01-31T07:57:53.439121Z;2025-01-30;2025;5001 Trondheim;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1308950;262389.153784085;7032747.374522267;2026-04-30T07:26:42.095532;FV707 S2D1 m6668;F;V;707.0;2.0;1.0;False;Nei;K;MED;6668.001;72836.0;0.72837622;0.72837622@72836;POINT Z (262389.23 7032744.105 8.357);5973.0;5001.0;3.271;;;;;;;;;;;;;;;;1;;;;2025-01-30T22:54:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309461;1309461;Ukjent;2025-02-06T05:15:00;False;63.42525;10.512342;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-08T12:29:29.285466Z;2025-02-08T12:29:29.29501Z;2025-02-06;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1309461;276138.95799877844;7040817.063815777;2026-04-30T07:26:42.095532;FV950 S1D1 m1364;F;V;950.0;1.0;1.0;False;Nei;K;MED;1364.285;41616.0;0.83162467;0.83162467@41616;POINT Z (276139.123 7040817.421 43.088);5973.0;5001.0;0.394;;;;;;;;;;;;;;;;2;;;;2025-02-06T05:15:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309459;1309459;Hunn;2025-02-05T08:45:00;False;63.451706;10.225767;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-08T12:26:10.202482Z;2025-02-08T12:26:10.208051Z;2025-02-05;2025;5001 Trondheim;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1309459;262082.5831498537;7044792.969280358;2026-04-30T07:26:42.095532;FV715 S2D1 m1831;F;V;715.0;2.0;1.0;False;Nei;K;MED;1830.818;72853.0;0.52044017;0.52044017@72853;POINT Z (262082.694 7044792.608 21.537);5973.0;5001.0;0.378;;;;;;;;;;;;;;;;2;;;;2025-02-05T08:45:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309462;1309462;Hunn;2025-02-07T18:30:00;False;63.363415;10.192427;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-08T12:33:11.006464Z;2025-02-08T12:33:11.013601Z;2025-02-07;2025;5001 Trondheim;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1309462;259685.1553705946;7035100.453049119;2026-04-30T07:26:42.095532;FV6654 S1D1 m1090;F;V;6654.0;1.0;1.0;False;Nei;K;MED;1089.642;42842.0;0.40543895;0.40543895@42842;POINT Z (259683.263 7035099.754 147.528);5973.0;5001.0;2.017;;;;;;;;;;;;;;;;2;;;;2025-02-07T18:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1325357;1325357;Ukjent;2025-10-21T21:15:00;False;63.74501;8.836946;5014;Frøya;;;PåkjørtAvMotorkjøretøy;;2025-10-22T16:41:12.821911Z;2025-10-22T16:41:12.835354Z;2025-10-21;2025;5014 Frøya;;Oter;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1325357;196165.1799232388;7083275.382724021;2026-04-30T07:26:42.095532;FV714 S12D1 m5185;F;V;714.0;12.0;1.0;False;Nei;K;MED;5184.817;72850.0;0.57475586;0.57475586@72850;POINT Z (196163.442 7083276.328 17.817);5973.0;5014.0;1.978;;;;;;;;;;;;;;;;10;;;;2025-10-21T21:15:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1309520;1309520;Hunn;2025-02-08T18:00:00;False;63.279663;10.457898;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-09T14:56:54.820244Z;2025-02-09T14:56:54.826706Z;2025-02-08;2025;5001 Trondheim;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1309520;272276.86315370986;7024817.43880345;2026-04-30T07:26:42.095532;FV6680 S2D1 m8684;F;V;6680.0;2.0;1.0;False;Nei;K;MED;8683.977;72680.0;0.89793743;0.89793743@72680;POINT Z (272276.474 7024818.433 126.742);5973.0;5001.0;1.068;;;;;;;;;;;;;;;;2;;;;2025-02-08T18:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1323421;1323421;Hunn;2025-09-30T03:45:00;False;63.75575;8.825352;5014;Frøya;;;PåkjørtAvMotorkjøretøy;Personbil;2025-09-30T11:41:30.374855Z;2025-09-30T11:41:30.383151Z;2025-09-30;2025;5014 Frøya;;Hjort;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1323421;195710.6638220453;7084523.161013903;2026-04-30T07:26:42.095532;FV714 S12D1 m6856;F;V;714.0;12.0;1.0;False;Nei;K;MED;6855.658;72850.0;0.74723224;0.74723224@72850;POINT Z (195710.803 7084526.434 16.833);5973.0;5014.0;3.276;;;;;;;;;;;;;;;;9;;;;2025-09-30T03:45:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1322842;1322842;Hunn;2025-09-19T07:03:00;False;63.687046;8.664972;5014;Frøya;;;PåkjørtAvMotorkjøretøy;Personbil;2025-09-21T11:18:00.058335Z;2025-09-21T11:18:00.084907Z;2025-09-19;2025;5014 Frøya;;Hjort;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1322842;187067.2764417152;7077671.169408395;2026-04-30T07:26:42.095532;FV716 S3D1 m7471;F;V;716.0;3.0;1.0;False;Nei;K;MED;7471.002;72376.0;0.49169517;0.49169517@72376;POINT Z (187069.1 7077677.299 33.661);5973.0;5014.0;6.395;;;;;;;;;;;;;;;;9;;;;2025-09-19T07:03:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310315;1310315;Hann;2025-02-21T00:00:00;True;63.281925;10.47412;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Ukjent;2025-02-21T16:24:11.346276Z;2025-02-21T16:24:11.354447Z;2025-02-21;2025;5001 Trondheim;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1310315;273106.94545971265;7025011.469849369;2026-04-30T07:26:42.095532;FV6680 S2D1 m7640;F;V;6680.0;2.0;1.0;False;Nei;K;MED;7639.911;72680.0;0.79043967;0.79043967@72680;POINT Z (273134.502 7024981.973 112.013);5973.0;5001.0;40.366;;;;;;;;;;;;;;;;2;;;;2025-02-21T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310576;1310576;Ukjent;2025-02-26T18:00:00;False;63.388046;10.338631;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-26T17:58:33.370519Z;2025-02-27T10:44:10.223522Z;2025-02-26;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1310576;267183.2447320472;7037299.160534612;2026-04-30T07:26:42.095532;FV6650 S2D1 m5045 KD1 m45;F;V;6650.0;2.0;1.0;False;Nei;K;MED;5044.686;41464.0;0.65177426;0.65177426@41464;POINT Z (267183.537 7037295.364 150.14);5973.0;5001.0;3.807;;;;;;;;;;;;;;;;2;;;;2025-02-26T18:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310440;1310440;Ukjent;2025-02-24T07:00:00;False;63.4051;10.16199;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Ukjent;2025-02-24T08:22:23.102361Z;2025-02-24T08:22:23.106294Z;2025-02-24;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1310440;258516.5882370237;7039849.781794345;2026-04-30T07:26:42.095532;FV707 S1D1 m6066;F;V;707.0;1.0;1.0;False;Nei;K;MED;6066.363;72313.0;0.60983793;0.60983793@72313;POINT Z (258516.752 7039849.797 114.33);5973.0;5001.0;0.164;;;;;;;;;;;;;;;;2;;;;2025-02-24T07:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310592;1310592;Hunn;2025-02-27T07:30:00;False;63.30247;10.467263;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-27T08:08:50.127448Z;2025-02-27T08:08:50.161072Z;2025-02-27;2025;5001 Trondheim;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1310592;272925.4283453907;7027320.646922663;2026-04-30T07:26:42.095532;FV6694 S1D1 m2681;F;V;6694.0;1.0;1.0;False;Nei;K;MED;2681.294;72681.0;0.74565039;0.74565039@72681;POINT Z (272923.273 7027317.569 144.345);5973.0;5001.0;3.758;;;;;;;;;;;;;;;;2;;;;2025-02-27T07:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1325356;1325356;Ukjent;2025-10-13T20:15:00;False;63.76594;8.747918;5014;Frøya;;;PåkjørtAvMotorkjøretøy;;2025-10-22T16:37:55.811683Z;2025-10-22T16:37:55.815125Z;2025-10-13;2025;5014 Frøya;;Oter;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1325356;192015.0621016653;7086026.219233536;2026-04-30T07:26:42.095532;FV716 S1D1 m3817;F;V;716.0;1.0;1.0;False;Nei;K;MED;3817.405;72375.0;0.38608786;0.38608786@72375;POINT Z (192016.413 7086022.56 16.764);5973.0;5014.0;3.9;;;;;;;;;;;;;;;;10;;;;2025-10-13T20:15:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310656;1310656;Ukjent;2025-02-28T07:30:00;False;63.404163;10.447389;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-02-28T08:23:18.035294Z;2025-02-28T08:23:18.039485Z;2025-02-28;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1310656;272735.94078261906;7038700.723900804;2026-04-30T07:26:42.095532;FV6662 S1D1 m683;F;V;6662.0;1.0;1.0;False;Nei;K;MED;682.583;42524.0;0.33320281;0.33320281@42524;POINT Z (272736.448 7038700.404 152.099);5973.0;5001.0;0.599;;;;;;;;;;;;;;;;2;;;;2025-02-28T07:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311433;1311433;Hunn;2025-03-17T20:00:00;False;63.410526;10.459703;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-03-17T19:17:04.669126Z;2025-03-17T19:17:04.673895Z;2025-03-17;2025;5001 Trondheim;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1311433;273400.12536391173;7039364.722972716;2026-04-30T07:26:42.095532;FV6660 S1D1 m1022;F;V;6660.0;1.0;1.0;False;Nei;K;MED;1021.807;1680609.0;0.49815841;0.49815841@1680609;POINT Z (273399.544 7039367.577 143.081);5973.0;5001.0;2.913;;;;;;;;;;;;;;;;3;;;;2025-03-17T20:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1310564;1310564;Ukjent;2025-02-26T09:00:00;False;63.422363;10.530473;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-02-26T08:54:10.771036Z;2025-02-26T08:54:11.014984Z;2025-02-26;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1310564;277019.8477892438;7040432.69156544;2026-04-30T07:26:42.095532;EV6 S77D1 m202;E;V;6.0;77.0;1.0;False;Nei;K;MED;202.031;72155.0;0.02258098;0.02258098@72155;POINT Z (277017.578 7040422.713 30.747);5973.0;5001.0;10.233;;;;;;;;;;;;;;;;2;;;;2025-02-26T09:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311534;1311534;Hunn;2025-03-18T19:35:00;False;63.370743;10.436443;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-03-19T10:37:50.027556Z;2025-03-19T10:37:50.031348Z;2025-03-18;2025;5001 Trondheim;;Rådyr;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1311534;271924.98570249754;7035022.94443638;2026-04-30T07:26:42.095532;FV6680 S1D1 m4818;F;V;6680.0;1.0;1.0;False;Nei;K;MED;4818.001;41396.0;0.70289418;0.70289418@41396;POINT Z (271904.846 7035007.579 111.157);5973.0;5001.0;25.332;;;;;;;;;;;;;;;;3;;;;2025-03-18T19:35:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311686;1311686;Ukjent;2025-03-21T00:49:00;False;63.408993;10.384358;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-03-22T10:50:43.984398Z;2025-03-22T10:50:43.988243Z;2025-03-21;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1311686;269632.3009419196;7039463.148196827;2026-04-30T07:26:42.095532;RV706 S1D1 m3116;R;V;706.0;1.0;1.0;False;Nei;K;MED;3116.226;72359.0;0.96060548;0.96060548@72359;POINT Z (269636.926 7039465.227 23.515);5973.0;5001.0;5.071;;;;;;;;;;;;;;;;3;;;;2025-03-21T00:49:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311624;1311624;Ukjent;2025-03-19T21:00:00;False;63.381138;10.37456;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-03-21T07:55:33.253915Z;2025-03-21T07:55:33.278373Z;2025-03-19;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1311624;268919.84000493167;7036400.812822742;2026-04-30T07:26:42.095532;EV6 S75D1 m1558 KD1 m526;E;V;6.0;75.0;1.0;False;Nei;K;MED;1558.273;72197.0;0.8233662;0.8233662@72197;POINT Z (268919.895 7036400.803 78.397);5973.0;5001.0;0.056;;;;;;;;;;;;;;;;3;;;;2025-03-19T21:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311673;1311673;Hunn;2025-03-17T07:30:00;False;63.405823;10.53312;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-03-22T09:02:12.918467Z;2025-03-22T09:02:12.922306Z;2025-03-17;2025;5001 Trondheim;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1311673;277023.22941971733;7038583.888822938;2026-04-30T07:26:42.095532;KV8161 S1D1 m2235;K;V;8161.0;1.0;1.0;False;Nei;K;MED;2234.533;46340.0;0.0346875;0.0346875@46340;POINT Z (277018.641 7038588.389 145.946);5973.0;5001.0;6.427;;;;;;;;;;;;;;;;3;;;;2025-03-17T07:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311693;1311693;Ukjent;2025-03-21T21:50:00;False;63.37616;10.136142;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-03-22T14:01:16.271092Z;2025-03-22T14:01:16.274863Z;2025-03-21;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1311693;256983.4711541973;7036729.929104327;2026-04-30T07:26:42.095532;KV9213 S1D1 m4689;K;V;9213.0;1.0;1.0;False;Nei;K;MED;4688.572;42846.0;0.74342094;0.74342094@42846;POINT Z (256984.618 7036731.764 63.497);5973.0;5001.0;2.164;;;;;;;;;;;;;;;;3;;;;2025-03-21T21:50:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311739;1311739;Ukjent;2025-03-22T22:50:00;False;63.352966;10.435314;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-03-23T12:42:24.33563Z;2025-03-23T12:42:24.34012Z;2025-03-22;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1311739;271727.54694236384;7033049.966720646;2026-04-30T07:26:42.095532;PV1414 S4D1 m16;P;V;1414.0;4.0;1.0;False;Nei;K;MOT;15.776;48601.0;0.75585707;0.75585707@48601;POINT Z (271736.857 7033041.288 80.573);5973.0;5001.0;12.728;;;;;;;;;;;;;;;;3;;;;2025-03-22T22:50:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312417;1312417;Ukjent;2025-04-03T00:02:00;False;63.423653;10.471393;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-04-06T11:05:07.910915Z;2025-04-06T11:05:07.917891Z;2025-04-03;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1312417;274086.2340036509;7040783.314156298;2026-04-30T07:26:42.095532;EV6 S76D1 m6109 KD4 m425;E;V;6.0;76.0;1.0;False;Nei;K;MED;6109.473;2423405.0;0.83532433;0.83532433@2423405;POINT Z (274083.413 7040786.448 79.492);5973.0;5001.0;4.217;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-03T00:02:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1311740;1311740;Ukjent;2025-03-23T09:06:00;False;63.42672;10.51162;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-03-23T13:07:29.221077Z;2025-03-23T13:07:29.225124Z;2025-03-23;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1311740;276114.4641456617;7040983.080175527;2026-04-30T07:26:42.095532;EV6 S76D1 m8269;E;V;6.0;76.0;1.0;False;Nei;K;MED;8268.824;72811.0;0.9083979;0.9083979@72811;POINT Z (276122.069 7040995.504 21.87);5973.0;5001.0;14.567;;;;;;;;;;;;;;;;3;;;;2025-03-23T09:06:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312420;1312420;Ukjent;2025-04-06T14:10:00;False;63.378704;10.374944;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-04-06T12:44:35.099849Z;2025-04-06T12:44:35.105964Z;2025-04-06;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1312420;268919.4231226657;7036128.752883136;2026-04-30T07:26:42.095532;EV6 S75D1 m1062;E;V;6.0;75.0;1.0;False;Nei;K;MED;1062.124;72810.0;0.86662146;0.86662146@72810;POINT Z (268914.13 7036128.56 92.584);5973.0;5001.0;5.297;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-06T14:10:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312636;1312636;Ukjent;2025-03-24T00:00:00;True;63.39744;10.535222;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-04-10T13:46:48.33937Z;2025-04-10T13:46:48.34829Z;2025-03-24;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1312636;277062.9320074742;7037644.208353215;2026-04-30T07:26:42.095532;FV6660 S2D1 m4969;F;V;6660.0;2.0;1.0;False;Nei;K;MED;4968.509;42835.0;0.12656078;0.12656078@42835;POINT Z (277063.084 7037641.822 172.248);5973.0;5001.0;2.391;;;;;;;;;;;;;;;;3;;;;2025-03-24T00:00:00;true
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312771;1312771;Ukjent;2025-04-11T16:00:00;False;63.343876;10.344279;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-04-13T16:45:47.001814Z;2025-04-13T16:45:47.008087Z;2025-04-11;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1312771;267107.4079462901;7032366.819705649;2026-04-30T07:26:42.095532;PV2820 S3D1 m116;P;V;2820.0;3.0;1.0;False;Nei;K;MED;116.246;45611.0;0.50695983;0.50695983@45611;POINT Z (267105.051 7032355.124 129.102);5973.0;5001.0;11.93;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-11T16:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312638;1312638;Hann;2025-03-28T20:02:00;False;63.339844;10.275134;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-04-10T14:03:37.535576Z;2025-04-10T14:03:37.846188Z;2025-03-28;2025;5001 Trondheim;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1312638;263620.1201397912;7032171.753445075;2026-04-30T07:26:42.095532;FV707 S2D1 m8060;F;V;707.0;2.0;1.0;False;Nei;K;MED;8060.286;72836.0;0.86897173;0.86897173@72836;POINT Z (263621.009 7032172.714 19.519);5973.0;5001.0;1.309;;;;;;;;;;;;;;;;3;;;;2025-03-28T20:02:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312768;1312768;Ukjent;2025-04-08T05:30:00;False;63.32452;10.280635;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-04-13T16:31:01.539551Z;2025-04-13T16:31:01.552904Z;2025-04-08;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1312768;263769.248310014;7030447.492656953;2026-04-30T07:26:42.095532;EV39 S1D115 m771;E;V;39.0;1.0;115.0;False;Nei;G;MED;771.273;1697458.0;0.78637473;0.78637473@1697458;POINT Z (263769.357 7030443.386 13.031);5973.0;5001.0;4.108;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-08T05:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1313197;1313197;Hann;2025-04-23T08:30:00;False;63.40548;10.532267;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-04-23T08:33:52.456042Z;2025-04-23T08:33:52.460214Z;2025-04-23;2025;5001 Trondheim;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1313197;276978.03599021496;7038548.711362406;2026-04-30T07:26:42.095532;KV8161 S1D1 m2291;K;V;8161.0;1.0;1.0;False;Nei;K;MED;2291.349;46340.0;0.12205589;0.12205589@46340;POINT Z (276977.855 7038548.915 146.717);5973.0;5001.0;0.272;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-23T08:30:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1312770;1312770;Ukjent;2025-04-11T12:00:00;False;63.433327;10.349975;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;Personbil;2025-04-13T16:39:09.169506Z;2025-04-13T16:39:09.199347Z;2025-04-11;2025;5001 Trondheim;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1312770;268115.3326177829;7042293.359804154;2026-04-30T07:26:42.095532;FV715 S1D1 m641;F;V;715.0;1.0;1.0;False;Nei;K;MED;641.178;72852.0;0.42522291;0.42522291@72852;POINT Z (268114.7 7042293.36 30.456);5973.0;5001.0;0.633;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-11T12:00:00;false
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1313422;1313422;Ukjent;2025-04-26T00:04:00;False;63.32623;10.33846;5001;Trondheim;;;PåkjørtAvMotorkjøretøy;;2025-04-25T22:06:47.250421Z;2025-04-25T22:06:47.282875Z;2025-04-26;2025;5001 Trondheim;;Grevling;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1313422;266673.72403299913;7030425.723164244;2026-04-30T07:26:42.095532;EV6 S73D1 m1828;E;V;6.0;73.0;1.0;False;Nei;K;MED;1828.032;3112188.0;0.56938162;0.56938162@3112188;POINT Z (266672.073 7030412.595 80.914);5973.0;5001.0;13.232;;;;;;;;;;;;;;;;4;0.0;4.35;;2025-04-26T00:04:00;false
