Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;vegsystemreferanse.kortform;vegkategori;fase;vegnr;strekning;delstrekning;arm;adskilte_løp;trafikantgruppe;retning;meter;veglenkesekvensid;relativPosisjon;veglenkesekvens.kortform;geometri.wkt;geometri.srid;kommune (treff);avstand_vegnettet_m;Vegobjekt_540_id;ÅDT, total;Vegobjekt_105_id;Fartsgrense;Vegobjekt_540_lengde;snow_depth;max_temperature;min_temperature;mean_temperature;total_precipitation;max_wind_speed;mean_wind_speed;max_wind_gust;precipitation_type;weather_station_id;Måned;monthly_snow_depth;monthly_mean_temperature;monthly_mean_wind_speed
2025-01-11;2025;5056 Hitra;Stordalen, Snillfjord;Oter;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Dødt på stedet;;1307262;211528,5059;7054637,312;PV3957 S19D1 m2;P;V;3957.0;19.0;1.0;False;Nei;K;MED;1.965;49871.0;0.026943;0.026943@49871;POINT Z (211529.084 7054637.704 17.271);5973.0;5056.0;0.699;;;85303151.0;50.0;;;2.8 degC;-1.4 degC;0.7;0 mm;5.4 m/s;3.7;8.2 m/s;;SN65451;1;;2.8333333333333335;5.8999999999999995
2025-01-11;2025;5029 Skaun;Hove;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307221;255259,6332;7019998,392;FV708 S2D1 m3101;F;V;708.0;2.0;1.0;False;Nei;K;MED;3100.662;72318.0;0.0191622;0.0191622@72318;POINT Z (255259.329 7019998.524 158.893);5973.0;5029.0;0.332;1024046480.0;1270.0;1017932139.0;60.0;9741.788;;;;-4.1;;;;;;SN67153;1;56.0;-0.78;3.6999999999999997
2025-01-12;2025;5059 Orkland;Ringen, Meldal.;Hjort;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307301;231001,9502;7002764,666;FV6502 S1D1 m4086;F;V;6502.0;1.0;1.0;False;Nei;K;MED;4085.62;72561.0;0.65917631;0.65917631@72561;POINT Z (231001.87 7002762.646 134.762);5973.0;5059.0;2.022;1024046709.0;470.0;177610572.0;60.0;6203.631;;;;;;;;;;;1;;-1.9;2.909090909090909
2025-01-10;2025;5060 Nærøysund;Kolvvika;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Funnet død etter ettersøk;;1307271;367215,1041;7203861,466;FV17 S22D1 m730;F;V;17.0;22.0;1.0;False;Nei;K;MED;729.887;578105.0;0.95201742;0.95201742@578105;POINT Z (367214.933 7203860.606 21.177);5973.0;5060.0;0.876;1024045551.0;877.0;86975713.0;80.0;20270.708;;;;;;;;;;;1;;-2.29;4.5
2025-01-11;2025;5038 Verdal;Guddingsbakkan ;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1307395;335189,1964;7074679,808;FV72 S2D1 m1626;F;V;72.0;2.0;1.0;False;Nei;K;MED;1625.704;578638.0;0.01967394;0.01967394@578638;POINT Z (335189.514 7074680.653 140.178);5973.0;5038.0;0.902;1024046307.0;1300.0;125964495.0;80.0;3858.364;32.0;;;;0.2 mm;;;;;SN70820;1;36.125;-15.2;
2025-01-10;2025;5060 Nærøysund;Søråa;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1307270;330755,3908;7199873,023;FV7126 S2D1 m1810;F;V;7126.0;2.0;1.0;False;Nei;K;MED;1810.457;578526.0;0.37265874;0.37265874@578526;POINT Z (330755.085 7199873.349 25.856);5973.0;5060.0;0.447;1024045513.0;350.0;86974207.0;60.0;7403.338;;;;;;;;;;;1;;-2.29;4.5
2025-01-11;2025;5060 Nærøysund;Rokka;Elg;Ukjent;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307202;348856,6883;7202677,456;FV770 S3D1 m3835;F;V;770.0;3.0;1.0;False;Nei;K;MED;3835.256;578680.0;0.11350777;0.11350777@578680;POINT Z (348857.103 7202675.11 49.937);5973.0;5060.0;2.383;1024045639.0;770.0;86975024.0;80.0;24848.722;;-2 degC;-6.5 degC;-3.8;;3.9 m/s;2.4;6.4 m/s;;SN72580;1;;-2.29;4.5
2025-01-11;2025;5054 Indre Fosen;Skaret;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307194;248151,9443;7056162,843;FV717 S1D1 m4154;F;V;717.0;1.0;1.0;False;Nei;K;MED;4153.879;3347043.0;0.62525709;0.62525709@3347043;POINT Z (248149.618 7056164.691 67.945);5973.0;5054.0;2.971;1024045655.0;1580.0;1017167033.0;80.0;4048.66;;-0.9 degC;-3.3 degC;-2.2;;2.4 m/s;1.7;;;SN71320;1;20.0;-3.1478260869565218;3.8818181818181823
2025-01-10;2025;5055 Heim;Selmoen;Elg;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1308414;217503,1006;7037781,116;FV6432 S2D1 m4431;F;V;6432.0;2.0;1.0;False;Nei;K;MED;4431.276;72502.0;0.43867554;0.43867554@72502;POINT Z (217503.858 7037779.737 81.77);5973.0;5055.0;1.573;1024046694.0;338.0;209024372.0;80.0;29036.353;;;;;;;;;;;1;26.2;0.55;4.35
2025-01-10;2025;5054 Indre Fosen;Sagåsen;Hjortedyr - ikke artsbestemt;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307165;282399,6516;7069776,961;PV1910 S1D1 m216;P;V;1910.0;1.0;1.0;False;Nei;K;MOT;215.61;563229.0;0.41523854;0.41523854@563229;POINT Z (282389.45 7069786.957 219.651);5973.0;5054.0;14.283;;;83583394.0;50.0;;;;;-5.4;;;;;;SN71230;1;20.0;-3.1478260869565218;3.8818181818181823
2025-01-10;2025;5045 Grong;E6 Solum;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1307421;383233,9745;7164573,284;EV6 S100D1 m2825;E;V;6.0;100.0;1.0;False;Nei;K;MED;2824.669;578612.0;0.00706836;0.00706836@578612;POINT Z (383235.371 7164572.826 124.97);5973.0;5045.0;1.469;1022805870.0;2500.0;1026250923.0;80.0;7382.255;;;;;;;;;;;1;37.0;-9.7;
2025-01-10;2025;5021 Oppdal;Kåret;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307190;232305,9726;6954890,786;EV6 S63D1 m4149;E;V;6.0;63.0;1.0;False;Nei;K;MED;4149.121;72148.0;0.17271543;0.17271543@72148;POINT Z (232308.89 6954882.851 552.632);5973.0;5021.0;8.455;1022805754.0;4400.0;85311134.0;80.0;13248.23;59.6;;;-8.1;;;;;;SN66760;1;54.166666666666664;-5.83;5.2
2025-01-11;2025;5006 Steinkjer;2-Røysing;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1307683;335997,2252;7104492,844;FV762 S2D1 m8212;F;V;762.0;2.0;1.0;False;Nei;K;MED;8212.153;578661.0;0.91923929;0.91923929@578661;POINT Z (335995.571 7104496.952 99.81);5973.0;5006.0;4.429;1024046321.0;1100.0;86973749.0;60.0;4553.03;32.0;;;;0.2 mm;;;;;SN70820;1;26.25;-2.7526315789473688;
2025-01-10;2025;5054 Indre Fosen;Røstadsvingen;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1307182;284490,0618;7068481,237;FV6842 S1D1 m170;F;V;6842.0;1.0;1.0;False;Nei;K;MED;169.753;578295.0;0.02157154;0.02157154@578295;POINT Z (284492.084 7068477.178 63.41);5973.0;5054.0;4.535;1024045644.0;188.0;173087488.0;70.0;7810.001;;;;-5.4;;;;;;SN71230;1;20.0;-3.1478260869565218;3.8818181818181823
2025-01-10;2025;5007 Namsos;duun;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307212;321501,4037;7173309,553;KV48023 S1D1 m1625;K;V;48023.0;1.0;1.0;False;Nei;K;MOT;1625.36;1885619.0;0.30737143;0.30737143@1885619;POINT Z (321612.453 7173334.355 13.76);5973.0;5007.0;113.786;1013842897.0;80.0;262049917.0;30.0;299.882;;;;-1.2;;;;;;SN75190;1;23.727272727272727;-3.02;
2025-01-10;2025;5032 Selbu;Eidem;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307191;303020,4588;7018439,636;FV705 S4D1 m2972;F;V;705.0;4.0;1.0;False;Nei;K;MED;2971.651;72833.0;0.29800223;0.29800223@72833;POINT Z (303020.544 7018439.896 170.335);5973.0;5032.0;0.273;1024045888.0;2200.0;782113620.0;60.0;2925.52;30.0;-3.2 degC;-6.6 degC;-5.1;0 mm;3.9 m/s;3.2;5.8 m/s;;SN69100;1;29.2825;-7.800000000000001;3.1750000000000003
2025-01-10;2025;5029 Skaun;Bjørkly;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307198;251843,178;7024745,709;FV709 S1D1 m6901;F;V;709.0;1.0;1.0;False;Nei;K;MED;6900.693;72322.0;0.69501406;0.69501406@72322;POINT Z (251841.71 7024747.043 80.942);5973.0;5029.0;1.983;1024046113.0;1320.0;85312278.0;60.0;2388.0;;-1.8 degC;-5.7 degC;-4.7;;2.3 m/s;1.6;;;SN71320;1;56.0;-0.78;3.6999999999999997
2025-01-13;2025;5053 Inderøy;Rostadveien,utøyveien 755,7670 Inderøy;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307525;313264,0517;7087502,989;FV755 S2D1 m2367;F;V;755.0;2.0;1.0;False;Nei;K;MED;2367.411;578145.0;0.2695297;0.2695297@578145;POINT Z (313263.386 7087499.969 62.987);5973.0;5053.0;3.092;1024045659.0;2200.0;173087530.0;60.0;2369.454;;;;3.4;;;;;;SN69640;1;;-4.366666666666667;
2025-01-10;2025;5059 Orkland;Rønningen. Orkdal;Elg;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1307157;234433,9509;7014685,327;FV65 S3D1 m1085;F;V;65.0;3.0;1.0;False;Nei;K;MED;1085.383;72826.0;0.33882183;0.33882183@72826;POINT Z (234330.344 7014840.891 56.868);5973.0;5059.0;186.908;1024045797.0;1740.0;85311042.0;70.0;9706.196;;;;;;;;;;;1;;-1.9;2.909090909090909
2025-01-10;2025;5057 Ørland;eid;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1307097;245548,0789;7076935,44;FV6392 S2D1 m2486;F;V;6392.0;2.0;1.0;False;Nei;K;MED;2485.673;72869.0;0.9534584;0.9534584@72869;POINT Z (245554.943 7076930.241 10.675);5973.0;5057.0;8.611;1024046069.0;550.0;85311870.0;60.0;4316.645;20.0;1.5 degC;-4.5 degC;-2.4;0.1 mm;7.4 m/s;4.6;9.4 m/s;;SN71550;1;15.833333333333334;-0.5888888888888889;7.088888888888889
2025-01-10;2025;5058 Åfjord;stokksoinnsveien, Haltstrand;Havørn;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307131;258596,4427;7105148,115;FV723 S2D1 m6865;F;V;723.0;2.0;1.0;False;Nei;K;MED;6865.054;2804379.0;0.92898697;0.92898697@2804379;POINT Z (258599.736 7105148.977 60.753);5973.0;5058.0;3.404;1024045500.0;1200.0;85312169.0;80.0;5577.507;20.0;1.5 degC;-4.5 degC;-2.4;0.1 mm;7.4 m/s;4.6;9.4 m/s;;SN71550;1;22.5;-2.6363636363636362;6.199999999999999
2025-01-10;2025;5007 Namsos;åtgård bru;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307304;315780,2138;7133159,613;KV25011 S1D1 m78;K;V;25011.0;1.0;1.0;False;Nei;K;MED;78.108;2559449.0;0.69142327;0.69142327@2559449;POINT Z (315754.624 7133170.016 7.628);5973.0;5007.0;27.624;1013843045.0;50.0;89156195.0;60.0;119.943;32.0;;;;0.4 mm;;;;;SN75020;1;23.727272727272727;-3.02;
2025-01-11;2025;5055 Heim;Stavåsen;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1308415;199854,8269;7024430,575;FV680 S17D1 m7110;F;V;680.0;17.0;1.0;False;Nei;K;MOT;7109.995;72288.0;0.13923029;0.13923029@72288;POINT Z (199854.691 7024430.66 64.01);5973.0;5055.0;0.16;1024045894.0;1580.0;85312350.0;60.0;11332.075;56.0;;;;0.9 mm;;;;;SN65230;1;26.2;0.55;4.35
2025-01-10;2025;5057 Ørland;lia;Hjort;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1308375;244105,081;7082580,689;FV721 S3D1 m10035;F;V;721.0;3.0;1.0;False;Nei;K;MED;10034.66;72391.0;0.86394993;0.86394993@72391;POINT Z (244104.264 7082581.091 30.747);5973.0;5057.0;0.91;1024046254.0;950.0;85311705.0;80.0;3237.662;20.0;1.5 degC;-4.5 degC;-2.4;0.1 mm;7.4 m/s;4.6;9.4 m/s;;SN71550;1;15.833333333333334;-0.5888888888888889;7.088888888888889
2025-01-10;2025;5006 Steinkjer;6 hegge;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1307667;353657,7433;7122617,767;EV6 S93D1 m4713;E;V;6.0;93.0;1.0;False;Nei;K;MED;4712.598;578606.0;0.67339832;0.67339832@578606;POINT Z (353656.474 7122623.122 59.869);5973.0;5006.0;5.503;1022805388.0;2600.0;86974900.0;80.0;31163.243;50.0;;;;0 mm;;;;;SN70930;1;26.25;-2.7526315789473688;
2025-01-10;2025;5001 Trondheim;Bjørndalen;Rådyr;Hann;Kalv/årsunge;Påkjørt av motorkjøretøy;Dødt på stedet;;1307570;268197,8911;7034355,053;FV6682 S1D1 m5638;F;V;6682.0;1.0;1.0;False;Nei;K;MED;5637.546;41373.0;0.28614352;0.28614352@41373;POINT Z (268198.297 7034354.201 109.137);5973.0;5001.0;0.943;1024046609.0;11600.0;852937407.0;50.0;911.181;;;;-4.4;;;;;;SN67153;1;;-0.9923076923076923;
2025-01-10;2025;5031 Malvik;Mostadmarka/Selbu egen;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307192;291247,1598;7027861,424;FV6712 S2D1 m6118;F;V;6712.0;2.0;1.0;False;Nei;K;MED;6118.256;72880.0;0.61246635;0.61246635@72880;POINT Z (291246.225 7027860.974 252.768);5973.0;5031.0;1.038;1024046111.0;300.0;85311451.0;80.0;18388.369;;-1.2 degC;-5 degC;-3.6;;2.2 m/s;1.1;;;SN69655;1;;-2.6500000000000004;1.475
2025-01-10;2025;5057 Ørland;asserøya;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1308371;245727,8422;7089786,385;FV721 S2D1 m8143;F;V;721.0;2.0;1.0;False;Nei;K;MED;8142.527;72867.0;0.10811281;0.10811281@72867;POINT Z (245727.858 7089786.456 3.729);5973.0;5057.0;0.073;1024046441.0;233.0;85312174.0;60.0;5798.499;20.0;1.5 degC;-4.5 degC;-2.4;0.1 mm;7.4 m/s;4.6;9.4 m/s;;SN71550;1;15.833333333333334;-0.5888888888888889;7.088888888888889
2025-01-11;2025;5031 Malvik;Selbuvegen/Homla;Elg;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307285;288679,3623;7033067,306;FV6712 S1D1 m7239;F;V;6712.0;1.0;1.0;False;Nei;K;MED;7238.628;72696.0;0.80979279;0.80979279@72696;POINT Z (288681.744 7033070.516 157.058);5973.0;5031.0;3.997;1024046111.0;300.0;177613016.0;80.0;18388.369;;0.5 degC;-2.4 degC;-1.1;;2.3 m/s;1.4;;;SN69655;1;;-2.6500000000000004;1.475
2025-01-10;2025;5020 Osen;leirhalsen/torvenget;Elg;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1308048;286709,6213;7135106,758;FV715 S19D1 m5310;F;V;715.0;19.0;1.0;False;Nei;K;MED;5310.317;72862.0;0.03110629;0.03110629@72862;POINT Z (286713.095 7135108.874 45.079);5973.0;5020.0;4.067;1024046293.0;478.0;85311268.0;80.0;42706.208;;2.9 degC;-0.7 degC;0.0;;7.6 m/s;5.4;9.4 m/s;;SN71990;1;0.0;-0.75;8.100000000000001
2025-01-09;2025;5046 Høylandet; Nakken (Brynntjønna), nær skarpsvingen etter rasteplassen, FV 775;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1317101;373923;7167378;FV775 S2D1 m3235;F;V;775.0;2.0;1.0;False;Nei;K;MED;3235.447;578688.0;0.98693863;0.98693863@578688;POINT Z (373926.306 7167378.015 157.124);5973.0;5046.0;3.306;1024046560.0;800.0;86975513.0;80.0;12995.376;;;;;;;;;;;1;30.5;-6.4;
2025-01-10;2025;5037 Levanger;sjåstad;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1307195;316624,0054;7061884,097;PV98933 S1D1 m93;P;V;98933.0;1.0;1.0;False;Nei;K;MED;92.935;565779.0;0.99942297;0.99942297@565779;POINT Z (316542.55 7061760.36 126.663);5973.0;5037.0;148.141;;;78707035.0;50.0;;30.0;-3.2 degC;-6.6 degC;-5.1;0 mm;3.9 m/s;3.2;5.8 m/s;;SN69100;1;31.5;-2.4444444444444446;2.566666666666667
2025-01-09;2025;5006 Steinkjer;7 stranda gartneri;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307634;315237,2284;7104992,857;FV720 S11D1 m6785;F;V;720.0;11.0;1.0;False;Nei;K;MOT;6784.593;578647.0;0.60358453;0.60358453@578647;POINT Z (315241.57 7104990.864 7.565);5973.0;5006.0;4.778;1024046114.0;735.0;86975690.0;60.0;13591.844;;;;-6.7;;;;;;SN69640;1;26.25;-2.7526315789473688;
2025-01-09;2025;5006 Steinkjer;7 tua;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307632;305098,4638;7098230,106;FV720 S9D1 m7173;F;V;720.0;9.0;1.0;False;Nei;K;MOT;7173.426;578135.0;0.32129;0.32129@578135;POINT Z (305100.079 7098227.766 42.439);5973.0;5006.0;2.843;1024046357.0;120.0;86974800.0;80.0;34257.803;;;;-6.7;;;;;;SN69640;1;26.25;-2.7526315789473688;
2025-01-09;2025;5047 Overhalla;Engstad;Elg;Ukjent;Kalv/årsunge;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307138;357329,2489;7153759,899;FV760 S1D1 m4015;F;V;760.0;1.0;1.0;False;Nei;K;MED;4014.702;578660.0;0.60740549;0.60740549@578660;POINT Z (357327.462 7153758.592 17.552);5973.0;5047.0;2.214;1024045881.0;1200.0;171850968.0;80.0;11864.004;52.0;;;;0 mm;;;;;SN70930;1;51.833333333333336;-3.6;
2025-01-09;2025;5060 Nærøysund;Varøta;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307269;326196,6813;7193142,412;FV769 S9D1 m7130;F;V;769.0;9.0;1.0;False;Nei;K;MED;7130.392;578204.0;0.61814551;0.61814551@578204;POINT Z (326193.93 7193140.862 19.843);5973.0;5060.0;3.158;1024046194.0;800.0;264597621.0;80.0;2089.863;;;;-2.2;;;;;;SN75190;1;;-2.29;4.5
2025-01-10;2025;5006 Steinkjer;3 gran;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307726;337338,6336;7113159,774;FV6980 S1D1 m3957;F;V;6980.0;1.0;1.0;False;Nei;K;MED;3957.444;578406.0;0.4501546;0.4501546@578406;POINT Z (337337.084 7113160.891 35.472);5973.0;5006.0;1.91;1024046883.0;160.0;86974571.0;80.0;7576.292;32.0;;;;0 mm;;;;;SN70820;1;26.25;-2.7526315789473688;
2025-01-09;2025;5060 Nærøysund;Drag;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307266;314698,8266;7206284,679;FV770 S10D1 m5753;F;V;770.0;10.0;1.0;False;Nei;K;MED;5753.069;578684.0;0.63530439;0.63530439@578684;POINT Z (314697.438 7206283.843 11.89);5973.0;5060.0;1.62;1024046636.0;500.0;86974710.0;60.0;5838.142;;;;-2.2;;;;;;SN75190;1;;-2.29;4.5
2025-01-09;2025;5021 Oppdal;Vikamoen;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307189;224358,181;6951560,142;FV6518 S1D1 m3495;F;V;6518.0;1.0;1.0;False;Nei;K;MED;3495.065;72577.0;0.3530811;0.3530811@72577;POINT Z (224346.147 6951549.801 505.403);5973.0;5021.0;15.867;1024045616.0;2000.0;85309922.0;80.0;1440.077;;-4.2 degC;-11.5 degC;-11.8;0 mm;2.6 m/s;1.2;4.7 m/s;;SN63820;1;54.166666666666664;-5.83;5.2
2025-01-09;2025;5053 Inderøy;kleppabakkan;Rådyr;Hann;Ungdyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1306875;322330,0183;7084378,479;KV4009 S1D1 m32;K;V;4009.0;1.0;1.0;False;Nei;K;MED;31.941;555062.0;0.04435764;0.04435764@555062;POINT Z (322317.035 7084379.08 27.352);5973.0;5053.0;12.997;1019077276.0;100.0;78711851.0;30.0;193.913;;;;-6.7;;;;;;SN69640;1;;-4.366666666666667;
2025-01-10;2025;5053 Inderøy;Åsen.;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307123;319372,2774;7094782,736;FV761 S1D1 m7202;F;V;761.0;1.0;1.0;False;Nei;K;MED;7202.444;578167.0;0.72115686;0.72115686@578167;POINT Z (319373.796 7094780.957 53.88);5973.0;5053.0;2.339;1024046459.0;2200.0;171041455.0;80.0;2803.519;;;;-3.5;;;;;;SN69640;1;;-4.366666666666667;
2025-01-09;2025;5036 Frosta;ner aatlo;Rådyr;Ukjent;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1306996;294593,7402;7063691,468;FV6818 S1D1 m8558;F;V;6818.0;1.0;1.0;False;Nei;K;MED;8557.505;578273.0;0.8564081;0.8564081@578273;POINT Z (294590.267 7063697.2 7.002);5973.0;5036.0;6.702;1024046273.0;700.0;86975065.0;60.0;11450.058;;-3.3 degC;-7 degC;-6.3;;0.9 m/s;0.5;;;SN69655;1;;-3.65;1.35
2025-01-09;2025;5054 Indre Fosen;Staurset;Rådyr;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;;1306992;261702,4755;7068771,828;FV720 S3D1 m11866;F;V;720.0;3.0;1.0;False;Nei;K;MED;11865.752;72856.0;0.08218501;0.08218501@72856;POINT Z (261704.727 7068764.724 35.765);5973.0;5054.0;7.452;1024045956.0;776.0;844786192.0;80.0;3205.165;;;;-8.8;;;;;;SN67153;1;20.0;-3.1478260869565218;3.8818181818181823
2025-01-09;2025;5054 Indre Fosen;Kong Inges Vei;Rådyr;Hann;Voksent dyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1306873;248410,3193;7056695,714;FV717 S1D1 m3542;F;V;717.0;1.0;1.0;False;Nei;K;MED;3541.885;3347043.0;0.48967237;0.48967237@3347043;POINT Z (248414.084 7056695.309 31.97);5973.0;5054.0;3.786;1024045655.0;1580.0;1017167033.0;80.0;4048.66;;;;-8.8;;;;;;SN67153;1;20.0;-3.1478260869565218;3.8818181818181823
2025-01-09;2025;5007 Namsos;altvatnet;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Observert – antatt uskadd;;1307062;315043,884;7144323,377;FV766 S2D1 m731;F;V;766.0;2.0;1.0;False;Nei;K;MED;731.394;578189.0;0.16261555;0.16261555@578189;POINT Z (315011.916 7144280.488 65.092);5973.0;5007.0;53.492;1024046631.0;700.0;86974451.0;80.0;17818.619;32.0;;;;0 mm;;;;;SN75020;1;23.727272727272727;-3.02;
2025-01-09;2025;5028 Melhus;Gaustadflata, Korsveien;Elg;Hunn;Voksent dyr;Påkjørt av motorkjøretøy;Avlivet etter ettersøk;100000584008.0;1307147;253457,8443;7012305,187;FV6592 S1D1 m563;F;V;6592.0;1.0;1.0;False;Nei;K;MED;563.338;72637.0;0.06159156;0.06159156@72637;POINT Z (253456.938 7012305.18 169.605);5973.0;5028.0;0.906;1024046963.0;650.0;85310041.0;60.0;2894.34;;;;;;;;;;;1;60.285714285714285;5.766666666666666;
2025-01-09;2025;5032 Selbu;Syokke;Rådyr;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Dødt på stedet;;1318306;307406,0034;7011894,552;FV6724 S1D1 m11880;F;V;6724.0;1.0;1.0;False;Nei;K;MED;11880.326;72707.0;0.71018579;0.71018579@72707;POINT Z (307401.986 7011886.463 198.281);5973.0;5032.0;9.031;1024046159.0;300.0;85311626.0;80.0;3104.554;33.81;-5.5 degC;-13 degC;-12.3;0 mm;1.9 m/s;1.1;3 m/s;;SN68290;1;29.2825;-7.800000000000001;3.1750000000000003
2025-01-09;2025;5006 Steinkjer;7 nesvoll;Rådyr;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307633;313787,4943;7103213,179;FV720 S11D1 m4414;F;V;720.0;11.0;1.0;False;Nei;K;MOT;4414.398;578647.0;0.88321108;0.88321108@578647;POINT Z (313788.907 7103210.509 4.823);5973.0;5006.0;3.02;1024046114.0;735.0;86975690.0;60.0;13591.844;;;;-6.7;;;;;;SN69640;1;26.25;-2.7526315789473688;
2025-01-09;2025;5060 Nærøysund;Finnemoen;Elg;Ukjent;Ukjent;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1307268;342105,5988;7199405,6;FV770 S4D1 m4666;F;V;770.0;4.0;1.0;False;Nei;K;MED;4666.172;578681.0;0.02271941;0.02271941@578681;POINT Z (342100.536 7199408.834 45.686);5973.0;5060.0;6.007;1024046282.0;1330.0;86975024.0;80.0;8437.813;;-3.1 degC;-5.3 degC;-5.2;;6.9 m/s;4.7;11.8 m/s;;SN72580;1;;-2.29;4.5
2025-01-09;2025;5058 Åfjord;Kleivan ;Rådyr;Hunn;Kalv/årsunge;Påkjørt av motorkjøretøy;Avlivet på stedet;;1307160;266697,3679;7102753,554;FV715 S12D1 m1050;F;V;715.0;12.0;1.0;False;Nei;K;MED;1050.236;72859.0;0.79446055;0.79446055@72859;POINT Z (266699.354 7102751.353 33.088);5973.0;5058.0;2.965;1024046320.0;550.0;85312216.0;80.0;35965.031;;;;-5.5;;;;;;SN71385;1;22.5;-2.6363636363636362;6.199999999999999
2025-01-09;2025;5054 Indre Fosen;Hogsdalsveien ;Elg;Hunn;Ungdyr;Påkjørt av motorkjøretøy;Ettersøk avsluttet - ikke funnet;;1306989;265143,4126;7078141,239;FV715 S8D1 m3192;F;V;715.0;8.0;1.0;False;Nei;K;MED;3191.86;72857.0;0.32223397;0.32223397@72857;POINT Z (265141.394 7078141.531 125.184);5973.0;5054.0;2.04;1024046601.0;1720.0;843859023.0;80.0;13505.125;;;;-5.5;;;;;;SN71385;1;20.0;-3.1478260869565218;3.8818181818181823
