Uri;FallviltId;Kjonn;HendelsesDatoTid;UkjentTidspunkt;Latitude;Longitude;KommuneNummer;KommuneNavn;VillreinområdeNummer;VillreinområdeNavn;Arsak;TypeMotorkjøretøy;RegistrertDatoTid;EndretDatoTid;Dato;År;Kommune;Stedfesting;Art;Kjønn;Alder;Årsak;Utfall;Merkelappnummer;Fallvilt-ID;UTM33 øst;UTM33 nord;OppdatertDatoTid
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306146;1306146;Hann;2025-01-02T21:00:00;False;63.642757;10.592828;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-02T20:38:09.2262659;2025-01-02T20:38:09.2363137;2025-01-02;2025;5054 Indre Fosen;;Rådyr;Hann;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1306146;281818.2513123858;7064730.669874739;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306147;1306147;Ukjent;2025-01-02T21:00:00;False;63.19828;10.319229;5028;Melhus;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-02T21:13:49.6829048;2025-01-02T21:13:49.6899555;2025-01-02;2025;5028 Melhus;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306147;264672.038054641;7016267.920542784;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306150;1306150;Hann;2025-01-02T07:15:00;False;63.96653;11.373662;5053;Inderøy;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-02T21:45:18.940266;2025-01-02T21:45:18.9476244;2025-01-02;2025;5053 Inderøy;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306150;322488.7097033155;7098334.375185499;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306162;1306162;Hann;2025-01-03T06:20:00;False;63.402943;11.773317;5034;Meråker;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T06:42:21.2918359;2025-01-03T06:42:21.2977115;2025-01-03;2025;5034 Meråker;;Rådyr;Hann;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306162;338868.1264517496;7034543.770335062;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306163;1306163;Hunn;2025-01-02T15:50:00;False;64.57029724322429;12.534960750269647;5045;Grong;;;PåkjørtAvMotorkjøretøy;Motorsykkel;2025-01-03T06:44:02.0744536;2025-01-03T06:44:02.0862127;2025-01-02;2025;5045 Grong;;Elg;Hunn;Ungdyr;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1306163;381916.0000012861;7162861.000880587;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306205;1306205;Hunn;2025-01-03T07:00:00;False;64.64292;11.447383;5007;Namsos;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T11:20:12.2345959;2025-01-03T11:20:12.2386547;2025-01-03;2025;5007 Namsos;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306205;330306.30706525664;7173415.834476956;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306223;1306223;Hunn;2025-01-02T22:00:00;False;63.511253;9.805152;5059;Orkland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T14:51:46.8589607;2025-01-03T14:51:46.8720766;2025-01-02;2025;5059 Orkland;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306223;241693.4221717274;7053044.331799524;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306226;1306226;Ukjent;2025-01-03T07:30:00;False;63.121666;9.97161;5028;Melhus;;;PåkjørtAvMotorkjøretøy;;2025-01-03T16:01:02.2251911;2025-01-03T16:01:02.2349745;2025-01-03;2025;5028 Melhus;;Oter;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306226;246552.456047785;7009074.0445202505;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306227;1306227;Hann;2025-01-03T07:00:00;False;63.13707;10.125948;5028;Melhus;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T16:05:08.2961933;2025-01-03T16:05:08.3031864;2025-01-03;2025;5028 Melhus;;Elg;Hann;Ungdyr;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306227;254450.574781387;7010186.4274755325;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306266;1306266;Hann;2025-01-03T16:45:00;False;63.494034;9.844215;5059;Orkland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T19:01:00.3977421;2025-01-03T19:01:00.4039051;2025-01-03;2025;5059 Orkland;;Rådyr;Hann;Kalv;PåkjørtAvMotorkjøretøy;AvlivetPåStedet;;1306266;243478.04361041417;7050973.189870796;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306277;1306277;Hunn;2025-01-03T09:15:00;False;63.151295;10.159145;5028;Melhus;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T19:21:27.2400466;2025-01-03T19:21:27.2630213;2025-01-03;2025;5028 Melhus;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306277;256240.1333944395;7011641.403832574;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306280;1306280;Hunn;2025-01-02T23:00:00;False;63.213245;10.133427;5029;Skaun;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-03T19:26:27.9625115;2025-01-03T19:26:27.9735944;2025-01-02;2025;5029 Skaun;;Elg;Hunn;Voksen;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306280;255470.31742087594;7018627.058179374;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306307;1306307;Ukjent;2025-01-04T05:00:00;False;63.74262;9.898903;5057;Ørland;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-04T04:45:24.9639836;2025-01-04T04:45:24.9712909;2025-01-04;2025;5057 Ørland;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;EttersøkAvsluttetIkkefunnet;;1306307;248404.4246173288;7078387.60847686;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306325;1306325;Ukjent;2025-01-03T00:00:00;False;63.12146;9.971257;5028;Melhus;;;PåkjørtAvMotorkjøretøy;;2025-01-04T17:13:25.8736214;2025-01-04T17:13:34.8730383;2025-01-03;2025;5028 Melhus;;Oter;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306325;246532.8933923335;7009052.538881312;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306331;1306331;Hunn;2025-01-04T17:30:00;False;62.844097;9.902416;5022;Rennebu;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-04T21:34:19.7975814;2025-01-05T14:29:18.9844316;2025-01-04;2025;5022 Rennebu;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306331;240618.30441556714;6978495.396192645;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306332;1306332;Ukjent;2025-01-04T08:51:00;False;63.516552;10.145122;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-04T22:24:24.1658262;2025-01-04T22:24:27.822092;2025-01-04;2025;5054 Indre Fosen;;Rådyr;Ukjent;Ukjent;PåkjørtAvMotorkjøretøy;ObservertAntattUskadd;;1306332;258617.45754077614;7052305.167849451;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306333;1306333;Hunn;2025-01-04T22:39:00;False;63.715645;10.012912;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-04T22:24:27.4163554;2025-01-04T22:24:30.3402606;2025-01-04;2025;5054 Indre Fosen;;Rådyr;Hunn;Voksen;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306333;253784.13805465767;7074944.343911053;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306347;1306347;Hunn;2025-01-04T17:00:00;False;63.64176;10.590949;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T08:37:31.7278313;2025-01-05T10:01:53.3510532;2025-01-04;2025;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;DødtPåStedet;;1306347;281717.67934842966;7064626.194205195;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306348;1306348;Hunn;2025-01-04T17:00:00;False;63.64159;10.590675;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Personbil;2025-01-05T08:39:49.7067646;2025-01-05T10:02:26.8789934;2025-01-04;2025;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1306348;281702.824022543;7064608.221707298;2026-02-23T08:34:12.814024
https://www.hjorteviltregisteret.no/api/v0/fallvilt/1306349;1306349;Hunn;2025-01-04T23:00:00;False;63.622643;10.530432;5054;Indre Fosen;;;PåkjørtAvMotorkjøretøy;Ukjent;2025-01-05T08:43:34.8453845;2025-01-05T09:59:22.095664;2025-01-04;2025;5054 Indre Fosen;;Rådyr;Hunn;Kalv;PåkjørtAvMotorkjøretøy;AvlivetEtterEttersøk;;1306349;278576.37163437484;7062708.138276893;2026-02-23T08:34:12.814024
